publication_title	print_identifier	online_identifier	first_author	title_url	publisher_name	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Le fédéralisme fiscal	9782804148904	9782804173456		http://www.cairn.info/le-federalisme-fiscal--9782804148904.htm	De Boeck Supérieur	2010-04-01							DBU_MIGNO_2005_01											
Filmer les immigrés	9782804146092			http://www.cairn.info/filmer-les-immigres--9782804146092.htm	De Boeck Supérieur	2014-12-09							DBU_MILLS_2004_01											
Didactique fonctionnelle	9782804156176	9782804178222		http://www.cairn.info/didactique-fonctionnelle--9782804156176.htm	De Boeck Supérieur	2012-04-01							DBU_MINDE_2007_01											
Champs d'action pédagogique	9782804101367	9782804179120		http://www.cairn.info/champs-d-action-pedagogique--9782804101367.htm	De Boeck Supérieur	2012-04-01							DBU_MINDE_2008_01											
Design des lieux d’accueil	9782804158415	9782804178192		http://www.cairn.info/design-des-lieux-d-accueil--9782804158415.htm	De Boeck Supérieur	2013-04-02							DBU_MINVI_2008_01											
Design en entreprises	9782804165727			http://www.cairn.info/design-en-entreprises--9782804165727.htm	De Boeck Supérieur	2014-12-15							DBU_MINVI_2011_01											
Le paradoxe comme fondement et horizon du politique chez Hannah Arendt	9782804124144			http://www.cairn.info/le-paradoxe-comme-fondement-et-horizon-du-politiqu--9782804124144.htm	De Boeck Supérieur	2014-12-24							DBU_MOLOM_1997_01											
Actualités psychopathologiques de l'adolescence	9782804104085	9782804173722		http://www.cairn.info/actualites-psychopathologiques-de-l-adolescence--9782804104085.htm	De Boeck Supérieur	2012-04-01							DBU_MORHA_2009_01											
Les thérapies narratives	9782804166007			http://www.cairn.info/les-therapies-narratives--9782804166007.htm	De Boeck Supérieur	2014-11-21							DBU_MORI_2011_01											
Situation éducative et significations	9782804146801	9782804173258		http://www.cairn.info/situation-educative-et-significations--9782804146801.htm	De Boeck Supérieur	2010-04-01							DBU_MORO_2004_01											
Réussir la relève	9782804146542			http://www.cairn.info/reussir-la-releve--9782804146542.htm	De Boeck Supérieur	2014-12-31							DBU_MOSSO_2004_01											
La décision : entre passion et raison	9782804149970			http://www.cairn.info/la-decision-entre-passion-et-raison--9782804149978.htm	De Boeck Supérieur	2014-12-15							DBU_MOSSO_2006_01											
Régulation des apprentissages en situation scolaire et en formation	9782804153144	9782804179076		http://www.cairn.info/regulation-des-apprentissages-en-situation-scolair--9782804153144.htm	De Boeck Supérieur	2012-04-01							DBU_MOTTI_2007_01											
Évaluations en tension	9782804101893	9782804173814		http://www.cairn.info/evaluations-en-tension--9782804101893.htm	De Boeck Supérieur	2011-11-10							DBU_MOTTI_2009_01											
Modalités d’apprentissage d’une langue seconde	9782801113189	9782801117071		http://www.cairn.info/modalites-d-apprentissage-d-une-langue-seconde--9782801113189.htm	De Boeck Supérieur	2013-04-02							DBU_MYERS_2004_01											
Le développement cognitif et communicatif du jeune enfant	9782804150617	9782804178178		http://www.cairn.info/le-developpement-cognitif-et-communicatif--9782804150617.htm	De Boeck Supérieur	2013-04-02							DBU_NADER_2006_01											
La théorie de l'esprit	9782804163235			http://www.cairn.info/la-theorie-de-l-esprit--9782804163235.htm	De Boeck Supérieur	2014-12-10							DBU_NADER_2011_01											
Monnaie	9782804144715			http://www.cairn.info/monnaie-banques-et-banques-centrales--9782804144715.htm	De Boeck Supérieur	2014-10-20							DBU_NARAS_2004_01											
Gestion et prévention de crise en situation post-catastrophe	9782804158972	9782804180102		http://www.cairn.info/gestion-et-prevention-de-crise-en-situation-post-c--9782804158972.htm	De Boeck Supérieur	2012-04-01							DBU_NEUIL_2008_01											
Histoire de la psychologie scientifique	9782804156657	9782804179885		http://www.cairn.info/histoire-de-la-psychologie-scientifique--9782804156657.htm	De Boeck Supérieur	2012-04-01							DBU_NICOL_2008_01											
Information et persuasion : argumenter	9782804155902			http://www.cairn.info/information-et-persuasion-argumenter--9782804155902.htm	De Boeck Supérieur	2014-12-15							DBU_NYSEN_2007_01											
De la fiction	9782804135447			http://www.cairn.info/de-la-fiction--9782804135447.htm	De Boeck Supérieur	2014-12-24							DBU_ODIN_2000_01											
Une sociologie des espaces potentiels	9782804138202	9782804178789		http://www.cairn.info/une-sociologie-des-espaces-potentiels--9782804138202.htm	De Boeck Supérieur	2012-04-01							DBU_OLGIE_2001_01											
Sociologie de la souffrance	9782804143688	9782804178765		http://www.cairn.info/sociologie-de-la-souffrance--9782804143688.htm	De Boeck Supérieur	2012-04-01							DBU_OLGIE_2004_01											
Évaluation fonctionnelle et développement de programmes d'assistance pour les comportements problématiques	9782804155650	9782804173401		http://www.cairn.info/evaluation-fonctionnelle-et-developpement--9782804155650.htm	De Boeck Supérieur	2010-04-01							DBU_ONEIL_2008_01											
Gestion des performances au travail	9782804151959	9782804173630		http://www.cairn.info/gestion-des-performances-au-travail--9782804151959.htm	De Boeck Supérieur	2010-04-01							DBU_ONGE_2007_01											
Grandir avec un cancer	9782804167257			http://www.cairn.info/grandir-avec-un-cancer--9782804167257.htm	De Boeck Supérieur	2014-10-16							DBU_OPPEN_2009_01											
Cancer : comment aider l’enfant et ses parents	9782804137472			http://www.cairn.info/cancer-comment-aider-l-enfant-et-ses-parents--9782804137472.htm	De Boeck Supérieur	2014-12-02							DBU_OPPEN_2010_01											
L'adhésion	9782804163907			http://www.cairn.info/l-adhesion-militer-s-engager-rever--9782804163907.htm	De Boeck Supérieur	2014-12-03							DBU_ORFAL_2011_01											
Images du Siècle des Lumières à la télévision	9782804162405			http://www.cairn.info/images-du-siecle-des-lumieres-a-la-television--9782804162405.htm	De Boeck Supérieur	2014-12-15							DBU_PAPIN_2010_01											
Former des enseignants professionnels	9782804137403	9782804173982		http://www.cairn.info/former-des-enseignants-professionnels--9782804137403.htm	De Boeck Supérieur	2010-04-01							DBU_PAQUA_2001_01											
L'analyse qualitative en éducation	9782804150518	9782804173876		http://www.cairn.info/l-analyse-qualitative-en-education--9782804150518.htm	De Boeck Supérieur	2010-04-01							DBU_PAQUA_2006_01											
L’évaluation, levier du développement professionnel ?	9782804161989	9782804173845		http://www.cairn.info/l-evaluation-levier-du-developpement-professionnel--9782804161989.htm	De Boeck Supérieur	2013-04-02							DBU_PAQUA_2010_01											
Former des enseignants professionnels	9782804162740	9782807304086		http://www.cairn.info/former-des-enseignants-professionnels--9782804162740.htm	De Boeck Supérieur	2014-12-05							DBU_PAQUA_2012_01											
La voix et son temps	9782804139636	9782804179465		http://www.cairn.info/la-voix-et-son-temps--9782804139636.htm	De Boeck Supérieur	2012-04-01							DBU_PARRE_2002_01											
Anorexie et boulimie	9782804152253	9782804168278		http://www.cairn.info/anorexie-et-boulimie--9782804152253.htm	De Boeck Supérieur	2012-04-01							DBU_PASSEL_2006_01											
La gouvernance en éducation	9782804107574	9782804180195		http://www.cairn.info/la-gouvernance-en-education--9782804107574.htm	De Boeck Supérieur	2012-04-01							DBU_PELLE_2009_01											
Conflits de savoirs en formation des enseignants	9782804156350	9782804173944		http://www.cairn.info/conflits-de-savoirs-en-formation-des-enseignants--9782804156350.htm	De Boeck Supérieur	2010-04-01							DBU_PERRE_2008_01											
Psychiatrie et psychothérapie	9782804146726	9782804178185		http://www.cairn.info/psychiatrie-et-psychotherapie--9782804146726.htm	De Boeck Supérieur	2012-04-01							DBU_PERROT_2004_01											
La psychothérapie de soutien	9782804152161	9782804179250		http://www.cairn.info/la-psychotherapie-de-soutien--9782804152161.htm	De Boeck Supérieur	2012-04-01							DBU_PERRO_2006_01											
Abrégé de psychologie buissonnière	9782804153748	9782804178871		http://www.cairn.info/abrege-de-psychologie-buissonniere--9782804153748.htm	De Boeck Supérieur	2012-04-01							DBU_PERRO_2007_01											
Naître trop tôt	9782804183134	9782807304826		http://www.cairn.info/naitre-trop-tot--9782804183134.htm	De Boeck Supérieur	2014-11-21							DBU_PIAZZ_2013_01											
Faut-il brûler la gestion des compétences ?	9782804151997	9782804180133		http://www.cairn.info/faut-il-bruler-la-gestion-des-competences--9782804151997.htm	De Boeck Supérieur	2012-04-01							DBU_PICHA_2006_01											
Le langage de l’enfant	9782804145620	9782804179090		http://www.cairn.info/le-langage-de-l-enfant--9782804145620.htm	De Boeck Supérieur	2012-04-01							DBU_PIERA_2005_01											
La ligne claire	9782801112083			http://www.cairn.info/la-ligne-claire--9782801112083.htm	De Boeck Supérieur	2014-12-24							DBU_PIERR_1998_01											
Comprendre et traiter les situations interculturelles	9782804166120			http://www.cairn.info/comprendre-et-traiter-les-situations-interculturel--9782804166120.htm	De Boeck Supérieur	2014-11-25							DBU_PIRLO_2011_01											
Construire une communauté éducative	9782804156992	9782804173968		http://www.cairn.info/construire-une-communaute-educative-un-partenariat--9782804156992.htm	De Boeck Supérieur	2010-04-01							DBU_PITHO_2008_01											
Lexique actif du français	9782801113455	9782801117040		http://www.cairn.info/lexique-actif-du-francais--9782801113455.htm	De Boeck Supérieur	2012-04-01							DBU_POLGU_2007_01											
Pour une didactique des discours universitaires	9782804136154	9782804178239		http://www.cairn.info/Pour une didactique des discours universitaires--9782804136154.htm	De Boeck Supérieur	2012-04-01							DBU_POLLE_2001_01											
Crises et facteur humain	9782804117849	9782804178994		http://www.cairn.info/crises-et-facteur-humain--9782804117849.htm	De Boeck Supérieur	2012-04-01							DBU_PORTAL_2009_01											
L'apprentissage du raisonnement clinique	9782804168919	9782807304628		http://www.cairn.info/l-apprentissage-du-raisonnement -clinique--9782804168919.htm	De Boeck Supérieur	2014-12-16							DBU_PSIUK_2012_01											
Peut-on se passer de représentations en sciences cognitives ?	9782804163877			http://www.cairn.info/peut-on-se-passer-de-representations-en-sciences-c--9782804163877.htm	De Boeck Supérieur	2014-12-04							DBU_PUTOI_2011_01											
L'enfant	9782804126261	9782804194000		http://www.cairn.info/l-enfant-problemes-de-genese-et-d-histoire--9782804126261.htm	De Boeck Supérieur	2015-01-02							DBU_QUENT_1997_01											
Le parent	9782804156763	9782804180058		http://www.cairn.info/le-parent--9782804156763.htm	De Boeck Supérieur	2011-11-10							DBU_QUENT_2008_01											
Argumenter en racontant	9782804146764	9782804180119		http://www.cairn.info/argumenter-en-racontant--9782804146764.htm	De Boeck Supérieur	2012-04-01							DBU_RABAT_2004_01											
Être enseignant	9782804150471	9782804178857		http://www.cairn.info/etre-enseignant--9782804150471.htm	De Boeck Supérieur	2012-04-01							DBU_RAUCE_2006_01											
Accompagner des étudiants	9782804133313	9782804173777		http://www.cairn.info/accompagner-des-etudiants--9782804133313.htm	De Boeck Supérieur	2013-04-02							DBU_RAUCE_2010_01											
La terminologie multilingue	9782804175313	9782804183400		http://www.cairn.info/la-terminologie-multilingue--9782804175313.htm	De Boeck Supérieur	2014-12-16							DBU_RAUS_2013_01											
De Freud à Lacan	9782804101343	9782804178567		http://www.cairn.info/de-freud-a-lacan--9782804101343.htm	De Boeck Supérieur	2012-04-01							DBU_RAZAV_2008_01											
Apprentissage d'une langue étrangère/seconde. Vol. 2	9782804134921	9782804173784		http://www.cairn.info/apprentissage-d-une-langue-etrangere-seconde-2--9782804134921.htm	De Boeck Supérieur	2010-04-01							DBU_RENAR_2002_01											
Dictionnaire des concepts fondamentaux des didactiques	9782804169107	9782804182694		http://www.cairn.info/dictionnaire-des-concepts-fondamentaux-des-didacti--9782804169107.htm	De Boeck Supérieur	2014-12-17							DBU_REUTE_2013_01											
Introduction à la narratologie	9782801116012			http://www.cairn.info/introduction-a-la-narratologie--9782801116012.htm	De Boeck Supérieur	2014-10-20							DBU_REVAZ_2009_01											
Richesses du français et géographie linguistique	9782801114063	9782801116883		http://www.cairn.info/richesses-du-francais-et-geographie-linguistique-1--9782801114063.htm	De Boeck Supérieur	2010-04-01							DBU_REZEA_2007_01											
Pour comprendre l’action et le changement politiques	9782801111079			http://www.cairn.info/pour-comprendre-l-action-et-le-changement-politiqu--9782801111079.htm	De Boeck Supérieur	2014-12-26							DBU_REZOH_1996_01											
Introduction au droit des étrangers en France	9782804166885	9782807304499		http://www.cairn.info/introduction-au-droit-des-etrangers-en-france--9782804166885.htm	De Boeck Supérieur	2014-12-04							DBU_RIBEM_2012_01											
Les nouveaux directeurs d’école	9782804145156	9782804180164		http://www.cairn.info/les-nouveaux-directeurs-d-ecole--9782804145156.htm	De Boeck Supérieur	2013-04-02							DBU_RICH_2010_01											
L'homosexualité dans les psychothérapies	9782804169206	9782804175986		http://www.cairn.info/l-homosexualite-dans-les-psychotherapies--9782804169206.htm	De Boeck Supérieur	2014-11-25							DBU_RIGLI_2012_01											
Apprentissage d'une langue étrangère/seconde. Vol. 3	9782804142773	9782804173791		http://www.cairn.info/apprentissage-d-une-langue-etrangere-seconde-3--9782804142773.htm	De Boeck Supérieur	2010-04-01							DBU_RIVEN_2003_01											
Nouveaux enjeux pour l'école moyenne en Afrique	2804147924	9782804178475		http://www.cairn.info/nouveaux-enjeux-pour-l-ecole-moyenne-en-afrique--9782804147921.htm	De Boeck Supérieur	2011-11-10							DBU_ROBER_2005_01											
Psychologie clinique	9782804150259	9782804178420		http://www.cairn.info/psychologie-clinique--9782804150259.htm	De Boeck Supérieur	2013-04-02							DBU_ROBIN_2005_01											
L'école et l'évaluation	9782804160418	9782804178505		http://www.cairn.info/l-ecole-et-l-evaluation--9782804160418.htm	De Boeck Supérieur	2013-04-02							DBU_ROEGIS_2010_01											
La pédagogie de l'intégration	9782804160098	9782804178024		http://www.cairn.info/la-pedagogie-de-l-integration--9782804160098.htm	De Boeck Supérieur	2013-04-02							DBU_ROEGI_2001_01											
Analyser une action d’éducation ou de formation	9782804156602	9782804180010		http://www.cairn.info/analyser-une-action-d-education-ou-de-formation--9782804156602.htm	De Boeck Supérieur	2012-04-01							DBU_ROEGI_2007_01											
Des situations pour intégrer les acquis scolaires	9782804154998	9782804178659		http://www.cairn.info/des-situations-pour-integrer-les-acquis-scolaires--9782804154998.htm	De Boeck Supérieur	2012-04-01							DBU_ROEGI_2007_02											
Curricula et apprentissages au primaire et au secondaire	9782804163662			http://www.cairn.info/curricula-et-apprentissages-au-primaire-et-au-seco--9782804163662.htm	De Boeck Supérieur	2014-12-24							DBU_ROEGI_2011_01											
Quelles réformes pédagogiques pour l'enseignement supérieur ?	9782804169077	9782807304635		http://www.cairn.info/quelles-reformes-pedagogiques-pour-l-enseignement---9782804169077.htm	De Boeck Supérieur	2014-12-05							DBU_ROEGI_2012_01											
L’évaluation de l’enseignement par les étudiants	9782804107505	9782804178888		http://www.cairn.info/l-evaluation-de-l-enseignement-par-les-etudi--9782804107505.htm	De Boeck Supérieur	2012-04-01							DBU_ROMAI_2009_01											
Réussite, échec et abandon dans l’enseignement supérieur	9782804168681	9782807304543		http://www.cairn.info/reussite-echec-et-abandon-dans-l-enseignement-supe--9782804168681.htm	De Boeck Supérieur	2014-12-18							DBU_ROMAI_2012_01											
Responsabilité sociale de l'entreprise	9782804152154			http://www.cairn.info/responsabilite-sociale-de-l-entreprise--9782804152154.htm	De Boeck Supérieur	2014-10-15							DBU_ROSE_2006_01											
Psychologie de la mémoire	9782804149499	9782804179328		http://www.cairn.info/psychologie-de-la-memoire--9782804149499.htm	De Boeck Supérieur	2012-04-01							DBU_ROSSI_2005_01											
Accompagner des ados en rupture scolaire	9782804169084	9782807304642		http://www.cairn.info/accompagner-des-ados-en-rupture-scolaire--9782804169084.htm	De Boeck Supérieur	2014-12-15							DBU_ROUBA_2012_01											
Le génie didactique	9782804135409	9782804174095		http://www.cairn.info/le-genie-didactique--9782804135409.htm	De Boeck Supérieur	2010-04-01							DBU_ROUCH_2001_01											
Vie et mort des débats télévisés	9782804140601			http://www.cairn.info/vie-et-mort-des-debats-televises--9782804140601.htm	De Boeck Supérieur	2014-12-26							DBU_ROUQU_2002_01											
L’alcoolique en famille	9782804132989			http://www.cairn.info/l-alcoolique-en-famille--9782804132989.htm	De Boeck Supérieur	2015-01-01							DBU_ROUSS_2000_01											
Management des ressources humaines	9782804147112			http://www.cairn.info/management-des-ressources-humaines--9782804147112.htm	De Boeck Supérieur	2014-11-03							DBU_ROUSS_2005_01											
Expliquer et comprendre en sciences de l'éducation	9782804141677	9782804173296		http://www.cairn.info/expliquer-et-comprendre-en-sciences-de-l-education--9782804141677.htm	De Boeck Supérieur	2010-04-01							DBU_SAADA_2002_01											
L'éveil de l'artiste dans le thérapeute	9782804146719	9782804178918		http://www.cairn.info/l-eveil-de-l-artiste-dans-le-therapeute--9782804146719.htm	De Boeck Supérieur	2013-04-02							DBU_SAINT_2004_01											
Temps et pertinence	9782801113387	9782801117316		http://www.cairn.info/temps-et-pertinence--9782801113387.htm	De Boeck Supérieur	2012-04-01							DBU_SAUSS_2003_01											
Du tourisme durable au tourisme équitable	9782804108335	9782804179762		http://www.cairn.info/du-tourisme-durable-au-tourisme-equitable--9782804108335.htm	De Boeck Supérieur	2013-04-02							DBU_SCHEO_2009_01											
Lire, comprendre, rédiger des textes théoriques	9782804134907			http://www.cairn.info/lire-comprendre-rediger-des-textes-theoriques--9782804134907.htm	De Boeck Supérieur	2014-10-31							DBU_SCHNE_2001_01											
Analyses des objets enseignés	9782804152437	9782804173883		http://www.cairn.info/analyses-des-objets-enseignes--9782804152437.htm	De Boeck Supérieur	2010-04-01							DBU_SCHNE_2006_01											
De l'un à l'autre et réciproquement...	9782801113738	9782801117286		http://www.cairn.info/de-l-un-a-l-autre-et-reciproquement--9782801113738.htm	De Boeck Supérieur	2012-04-01							DBU_SCHNE_2006_02											
La raison éclatée	9782804126254			http://www.cairn.info/la-raison-eclatee--9782804126254.htm	De Boeck Supérieur	2014-12-29							DBU_SCHOT_1997_01											
La parole judiciaire	9782804165918			http://www.cairn.info/la-parole-judiciaire--9782804165918.htm	De Boeck Supérieur	2014-12-24							DBU_SEIGN_2011_01											
Réinventer la psychothérapie	9782804155469	9782804189648		http://www.cairn.info/reinventer-la-psychotherapie--9782804155469.htm	De Boeck Supérieur	2014-10-01							DBU_SELVI_2008_01											
Le sens du savoir	9782804163457			http://www.cairn.info/le-sens-du-savoir--9782804163457.htm	De Boeck Supérieur	2014-12-16							DBU_SENSE_2011_01											
Aide ou contrôle	9782804107109	9782804180201		http://www.cairn.info/aide-ou-controle--9782804107109.htm	De Boeck Supérieur	2012-04-01							DBU_SERON_2009_01											
Didactique du français langue première	9782804161736	9782804179588		http://www.cairn.info/didactique-du-francais-langue-premiere--9782804161736.htm	De Boeck Supérieur	2013-04-02							DBU_SIMAR_2010_01											
La résistance culturelle	9782804141097	9782804177843		http://www.cairn.info/la-resistance-culturelle--9782804141097.htm	De Boeck Supérieur	2013-04-02							DBU_SIMON_2002_01											
Le JT, machine à décrire	9782804137175			http://www.cairn.info/le-jt-machine-a-decrire--9782804137175.htm	De Boeck Supérieur	2014-12-22							DBU_SIRAC_2001_01											
Relaxation thérapeutique pour adolescents	9782804103750	9782804179267		http://www.cairn.info/relaxation-therapeutique-pour-adolescents--9782804103750.htm	De Boeck Supérieur	2012-04-01							DBU_SIRVE_2009_01											
Le groupe en formation des adultes	9782804137236	9782804179601		http://www.cairn.info/le-groupe-en-formation-des-adultes--9782804137236.htm	De Boeck Supérieur	2012-04-01							DBU_SOLAR_2001_01											
Mariage ou cohabitation ?	9782804155346	9782804178130		http://www.cairn.info/mariage-ou-cohabitation--9782804155346.htm	De Boeck Supérieur	2012-04-01							DBU_SOSSO_2008_01											
Les rhétoriques télévisuelles	9782804153380			http://www.cairn.info/les-rhetoriques-televisuelles--9782804153380.htm	De Boeck Supérieur	2014-11-14							DBU_SOULA_2007_01											
Télévision, presse people : les marchands de bonheur	9782804159177			http://www.cairn.info/television-presse-people--9782804159177.htm	De Boeck Supérieur	2014-12-02							DBU_SPIES_2008_01											
Les styles de Derrida	9782804119829			http://www.cairn.info/les-styles-de-derrida--9782804119829.htm	De Boeck Supérieur	2014-12-19							DBU_STEIN_1994_01											
Cannabis	9782804157128	9782804173180		http://www.cairn.info/cannabis--9782804157128.htm	De Boeck Supérieur	2012-04-01							DBU_STREE_2008_01											
La comptabilité pour les produits financiers islamiques	9782804167035	9782807304512		http://www.cairn.info/la-comptabilite-pour-les-produits-financiers-islam--9782804167035.htm	De Boeck Supérieur	2014-12-03							DBU_SULTA_2012_01											
La profession d'enseignant aujourd'hui	9782804146160			http://www.cairn.info/la-profession-d-enseignant-aujourd-hui--9782804146160.htm	De Boeck Supérieur	2014-11-03							DBU_TARDI_2004_01											
Le virage réflexif en éducation	9782804171117	9782807304697		http://www.cairn.info/le-virage-reflexif-en-education--9782804171117.htm	De Boeck Supérieur	2014-12-30							DBU_TARDI_2012_01											
Gestion de crise, maintien et consolidation de la paix	9782804116392	9782804178109		http://www.cairn.info/gestion-de-crise-maintien-et-consolidation--9782804116392.htm	De Boeck Supérieur	2013-04-02							DBU_TARDY_2009_01											
Didactique clinique de l'éducation physique et sportive (EPS)	9782804102043	9782804178208		http://www.cairn.info/didactique-clinique-de-l-education-physique- et-sp--9782804102043.htm	De Boeck Supérieur	2012-04-01							DBU_TERRI_2009_01											
Les cercles de lecture	9782804152505	9782804179229		http://www.cairn.info/les-cercles-de-lecture--9782804152505.htm	De Boeck Supérieur	2012-04-01							DBU_TERWA_2006_01											
Nationalismes régionaux	9782804117818	9782804168216		http://www.cairn.info/nationalismes-regionaux--9782804117818.htm	De Boeck Supérieur	2013-04-02							DBU_TETAR_2009_01											
Richesses du français et géographie linguistique	9782801114216	9782801116890		http://www.cairn.info/richesses-du-francais-et-geographie-linguistique-2--9782801114216.htm	De Boeck Supérieur	2010-04-01							DBU_THIBA_2008_01											
Apprendre à apprendre avec la PNL	9782804154141	9782804179847		http://www.cairn.info/apprendre-a-apprendre-avec-la-pnl--9782804154141.htm	De Boeck Supérieur	2012-04-01							DBU_THIRY_2007_01											
Notions de logique	9782804129651			http://www.cairn.info/notions-de-logique--9782804129651.htm	De Boeck Supérieur	2014-12-22							DBU_THIRY_2007_02											
Ça y est, j’ai compris !	9782804170172	9782807304673		http://www.cairn.info/ca-y-est-j-ai-compris--9782804170172.htm	De Boeck Supérieur	2014-12-15							DBU_THIRY_2012_01											
Théories du développement de l’enfant	9782804115951			http://www.cairn.info/theories-du-developpement-de-l-enfant--9782804115951.htm	De Boeck Supérieur	2015-01-02							DBU_THOMA_1994_01											
Guérir de son père	9782804181598	9782807304819		http://www.cairn.info/guerir-de-son-pere--9782804181598.htm	De Boeck Supérieur	2014-12-15							DBU_TOURN_2013_01											
Apprendre à philosopher par la discussion	9782804155230	9782804173890		http://www.cairn.info/apprendre-a-philosopher-par-la-discussion--9782804155230.htm	De Boeck Supérieur	2010-04-01							DBU_TOZZI_2007_01											
La crise du management public	9782804166724	9782807304475		http://www.cairn.info/la-crise-du-management-public--9782804166724.htm	De Boeck Supérieur	2014-12-02							DBU_TROSA_2012_01											
L'innovation et l'économie contemporaine	9782804144692	9782804173517		http://www.cairn.info/l-innovation-et-l-economie-contemporaine--9782804144692.htm	De Boeck Supérieur	2012-04-01							DBU_UZUNI_2004_01											
Les représentations sociales	9782804162573			http://www.cairn.info/les-representations-sociales--9782804162573.htm	De Boeck Supérieur	2014-12-02							DBU_VALEN_2010_01											
Recherche marketing	9782804129316			http://www.cairn.info/recherche-marketing--9782804129316.htm	De Boeck Supérieur	2015-01-01							DBU_VANDE_1999_01											
Traiter le Parkinson	9782804162597			http://www.cairn.info/traiter-le-parkinson--9782804162597.htm	De Boeck Supérieur	2014-10-28							DBU_VANDE_2004_01											
Créer des conditions d’apprentissage	9782804102111	9782804178093		http://www.cairn.info/creer-des-conditions-d-apprentissage--9782804102111.htm	De Boeck Supérieur	2012-04-01							DBU_VANDE_2008_01											
La prise en charge des démences	9782804109592	9782804173371		http://www.cairn.info/la-prise-en-charge-des-demences--9782804109592.htm	De Boeck Supérieur	2012-04-01							DBU_VANDE_2009_01											
Vaincre la boulimie	9782804171131	9782807304710		http://www.cairn.info/vaincre-la-boulimie--9782804171131.htm	De Boeck Supérieur	2014-12-05							DBU_VANDE_2012_01											
L’emploi préverbal des prépositions en français	9782801116036	9782801117217		http://www.cairn.info/l-emploi-preverbal-des-prepositions-en-francais--9782801116036.htm	De Boeck Supérieur	2012-04-01							DBU_VANGO_2009_01											
L'inentendu	9782804103972			http://www.cairn.info/l-inentendu--9782804103972.htm	De Boeck Supérieur	2014-10-17							DBU_VANME_2009_01											
Ainsi soient-ils !	9782804170837	9782807304680		http://www.cairn.info/ainsi-soient-ils-a-l-ecole-de-l-adolescence--9782804170837.htm	De Boeck Supérieur	2014-12-04							DBU_VANM_2012_01											
Thérapie familiale en Europe	9782804162580			http://www.cairn.info/therapie-familiale-en-europe--9782804162580.htm	De Boeck Supérieur	2014-12-09							DBU_VANOT_2010_01											
La Sabena. L'aviation commerciale belge, 1923-2001	9782804139810			http://www.cairn.info/la-sabena--9782804139810.htm	De Boeck Supérieur	2014-12-04							DBU_VANTH_2001_01											
La télévision sous de Gaulle	9782804148782			http://www.cairn.info/la-television-sous-de-gaulle--9782804148782.htm	De Boeck Supérieur	2014-12-17							DBU_VASSA_2005_01											
Le français langue seconde	9782804155247	9782804174071		http://www.cairn.info/le-francais-langue-seconde--9782804155247.htm	De Boeck Supérieur	2010-04-01							DBU_VERDE_2007_01											
L’explication dans les sciences	9782804142728	9782804179007		http://www.cairn.info/l-explication-dans-les-sciences--9782804142728.htm	De Boeck Supérieur	2012-04-01							DBU_VERGN_2003_01											
Pratiquer l’épistémologie	9782804145422			http://www.cairn.info/pratiquer-l-epistemologie--9782804145422.htm	De Boeck Supérieur	2014-12-16							DBU_VERHA_2004_01											
Consultants en organisation	9782804152796	9782804178048		http://www.cairn.info/consultants-en-organisation--9782804152796.htm	De Boeck Supérieur	2012-04-01							DBU_VERST_2007_01											
L’accompagnement professionnel ?	9782804155186	9782804178895		http://www.cairn.info/l-accompagnement-professionnel--9782804155186.htm	De Boeck Supérieur	2012-04-01							DBU_VIAL_2007_01											
Se former pour évaluer	9782804104610	9782804179977		http://www.cairn.info/se-former-pour-evaluer--9782804104610.htm	De Boeck Supérieur	2012-04-01							DBU_VIAL_2008_01											
Se repérer dans les modèles de l’évaluation	9782804168940	9782807304611		http://www.cairn.info/se-reperer-dans-les-modeles-de-l-evaluation--9782804168940.htm	De Boeck Supérieur	2014-12-18							DBU_VIAL_2012_01											
La motivation scolaire	9782804156138	9782804178451		http://www.cairn.info/la-motivation-scolaire--9782804156138.htm	De Boeck Supérieur	2012-04-01							DBU_VIANI_2007_01											
L’aide stratégique aux élèves en difficulté scolaire	9782804106676	9782804179656		http://www.cairn.info/l-aide-strategique-aux-eleves-en-difficulte--9782804106676.htm	De Boeck Supérieur	2012-04-01							DBU_VIANI_2009_01											
La décision	9782804148720	9782804173647		http://www.cairn.info/la-decision-une-approche-pluridisciplinaire--9782804148720.htm	De Boeck Supérieur	2010-04-01							DBU_VIDAI_2005_01											
Du jeu et des délinquants	9782804139643	9782804179236		http://www.cairn.info/du-jeu-et-des-delinquants--9782804139643.htm	De Boeck Supérieur	2012-04-01							DBU_VIDIT_2002_01											
Enseigner la physique	9782804141295	9782804178734		http://www.cairn.info/enseigner-la-physique--9782804141295.htm	De Boeck Supérieur	2012-04-01							DBU_VIENN_2002_01											
Comprendre les violences à l’école	9782804159368	9782804179533		http://www.cairn.info/comprendre-les-violences-a-l-ecole--9782804159368.htm	De Boeck Supérieur	2012-04-01							DBU_VIENN_2008_01											
Mondialisation et identité culturelle	9782804162603	9782807304055		http://www.cairn.info/mondialisation-et-identite-culturelle--9782804162603.htm	De Boeck Supérieur	2014-12-16							DBU_VINSO_2012_01											
