print_identifier	online_identifier	publication_title	publisher_name	title_url	title_id	langage
2-8027-4477-1	2-8027-4478-X	Le rôle de l’OSCE en Eurasie, du sommet de Lisbonne au Conseil ministériel de Maastricht (1996-2003)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/HISOSCE	HISOSCE	eng
2-87974-604-3	2-87974-676-0	L'eurosceptiscisme au sein du parlement européen : Stratégies d'une opposition anti-système au cœur des institutions	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EUPAEU	EUPAEU	eng
2-8027-4212-4	2-8027-4273-6	L'effectivité en droit international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EFDRIN	EFDRIN	eng
2-8044-6873-9	2-8044-7366-X	Le droit international et européen des droits de l'homme devant le juge national	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINDRHO	DRINDRHO	eng
2-8027-3689-2	2-8027-4163-2	L'égalité dans la fonction publique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EGAFOPUBMB	EGAFOPUBMB	eng
2-8027-4615-4	2-8027-4616-2	Convention européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COEUDH	COEUDH	eng
2-8027-4528-X	2-8027-4776-2	La politique européenne de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POLEURENV	POLEURENV	eng
2-87974-711-2	2-87974-730-9	Les équipes parlementaires des eurodéputés : Entreprises politiques et rites d'institution	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COPEEU	COPEEU	eng
2-8027-4232-9	2-8027-4819-X	Le nouveau règlement Bruxelles I bis : Règlement n°1215/2012 du 12 décembre 2012 concernant la compétence judiciaire, la reconnaissance et l'exécution des décisions en matière civile et commerciale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGLEBRU	REGLEBRU	eng
2-8027-4408-9		Droit comparé de la procédure administrative / Comparative Law of Administrative Procedure	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROADMPRO	PROADMPRO	fre
2-8044-7166-7	2-8044-7501-8	HISTOIRE DU DROIT EN EUROPE JUSQU'A 1815	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/HIDREU	HIDREU	eng
2-8027-4294-9	2-8027-4314-7	Integrity and Efficiency in Sustainable Public Contracts : Balancing Corruption Concerns in Public Procurement Internationally. : Droit Administratif / Administrative Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/INTEFFSUS	INTEFFSUS	eng
2-8027-4712-6	2-8027-4985-4	Manuel de droit de l'environnement de l'UE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MADROENV	MADROENV	eng
2-8027-4763-0	2-8027-4880-7	Expertise de justice	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EXJUAVEU	EXJUAVEU	eng
2-8027-4702-9	2-8027-4940-4	DROIT EUROPEEN DE L'AMENAGEMENT DU TERRITOIRE ET DE L'URBANISME, 2EME ED	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DREURAMMB	DREURAMMB	eng
2-8044-6702-3	2-8044-6837-2	DROIT PENAL EUROPEEN. LES ENJEUX D'UNE JUSTICE PENALE EUROPEENNE, 2EME ED	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROPENEUR	DROPENEUR	eng
2-8044-7168-3	2-8044-7850-5	Dictionnaire des acteurs de l'Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DIACEU	DIACEU	eng
2-8027-4023-7	2-8027-4950-1	La Simplification Du Droit Des Societes Privees Dans Les Etats Membres De l'Union Europeenne / Simplification of Private Company Law Among the EU Member States : Collection Droit De l'Union Europeenne - Monographies	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SIMPDROSOC	SIMPDROSOC	eng
2-8027-4351-1	2-8027-5041-0	Réflexions sur le procès de common law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPRCOLA	REPRCOLA	eng
2-8027-3789-9	2-8027-5044-5	DROIT EUROPEEN DE LA CONCURRENCE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DREURCONCU	DREURCONCU	eng
2-8027-4986-2	2-8027-5302-9	New Frontiers of Antitrust 2014 : Competition Law/Droit de la Concurrence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NEWFRONANT14	NEWFRONANT14	eng
2-8044-7960-9	2-8044-8171-9	Dictionary of European actors	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DIEUAC	DIEUAC	eng
2-8027-4923-4	2-8027-5214-6	Les rapports entre la Cour de justice de l'Union européenne et la Cour européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RAPCOURJUCEDH	RAPCOURJUCEDH	eng
2-8027-4698-7	2-8027-5232-4	L'identité à la croisée des États et de l'Europe : Sens et fonctions	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/IDCRETEU	IDCRETEU	eng
2-87596-076-8	2-87596-086-5	Introduction au project finance	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROFINA	PROFINA	eng
2-8044-7701-0	2-8044-8444-0	Enjeux européens et mondiaux de la protection des données personnelles	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENJPRO	ENJPRO	eng
2-8027-5227-8	2-8027-5278-2	DROIT EUROPEEN DES AIDES D'ETAT	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DREUAIET	DREUAIET	eng
2-8044-8307-X	2-8044-8469-6	DICTIONNAIRE DE LA RESOLUTION AMIABLE DES DIFFERENDS (RAD/ADR) EN MATIERES CIVILE, COMMERCIALE, FAMI	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LEREAM	LEREAM	eng
2-8027-5112-3	2-8027-5684-2	Collection droit de l'Union européenne - Traités : Droit fiscal de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROFISUE	DROFISUE	eng
2-8044-7688-X	2-8044-8479-3	RENVOI PREJUDICIEL ET MARGE D'APPRECIATION DU JUGE NATIONAL	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/APJUNA	APJUNA	eng
2-8044-8101-8	2-8044-8578-1	CONTRATS ET OBLIGATIONS CONVENTIONNELLES EN DROIT LUXEMBOURGEOIS. APPROCHE COMPARATIVE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COOBCO	COOBCO	eng
2-8027-3771-6	2-8027-3913-1	Le règlement insolvabilité : Apport à la construction de l'ordre juridique de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGINCOUE	REGINCOUE	eng
2-87974-798-8	2-87974-799-6	La fracture poliltique de l'Europe : Crise de lÃ©gitimitÃ© et dÃ©ficit politique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FRAPOEU	FRAPOEU	eng
2-8027-5222-7	2-8027-5360-6	Personne et patrimoine en droit : Recherche sur les marqueurs d'une connexion	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PERPAT	PERPAT	eng
2-8044-7779-7	2-8044-8383-5	La protection internationale et européenne du droit de la propriété intellectuelle : Présentations - Textes - Jurisprudences - Situations	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRINEUPROIN	PRINEUPROIN	eng
2-87974-845-3	2-87974-848-8	The Outsourcing of Legal Services : Trends, Challenges & Potential	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OULESE	OULESE	eng
2-8044-8473-4	2-8044-8604-4	L'entreprise et la vente internationale de marchandises	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ENVEIN	ENVEIN	eng
2-8027-5177-8	2-8027-5422-X	Les normes du travail : Une affaire de personnes?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOTRA	NOTRA	eng
2-8044-7818-1	2-8044-8834-9	DROIT INSTITUTIONNEL DE L'UNION EUROPEENNE, 2EME ED	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINUN	DRINUN	eng
2-8027-4898-X	2-8027-5448-3	Le droit européen des successions : Commentaire du Règlement n°650/2012 du 04 juillet 2012	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROEUSUCC	DROEUSUCC	eng
2-8027-5376-2	2-8027-5457-2	Jurisprudence de la CJUE 2015 : Décisions et commentaires	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/JURICJUE15	JURICJUE15	eng
2-8027-5344-4	2-8027-5434-3	L'arbitrage institutionnel en France	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARINFRA	ARINFRA	eng
2-8027-5405-X	2-8027-5524-2	REGULATION BANCAIRE ET FINANCIERE EUROPEENNE ET INTERNATIONALE, 3EME ED	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGBANFIUE	REGBANFIUE	eng
2-8044-8932-9	2-8044-9040-8	CODE DE LA SECURITE INFORMATIQUE ET TELECOM	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CODSEC	CODSEC	eng
2-8027-5357-6	2-8027-5577-3	CONTRATS DE COMMANDE PUBLIQUE ET ACTIVITE ACCESSOIRE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COCOMPU	COCOMPU	eng
2-8027-5362-2	2-8027-5554-4	L'extrême droite en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/EXDRO	EXDRO	eng
2-8044-9100-5		Le tiers et le contrat	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TIECON	TIECON	fre
2-8044-8742-3	2-8044-9015-7	Le pourvoi devant la Cour de justice de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/GUPOJUEU	GUPOJUEU	eng
2-8044-9229-X	2-8044-9561-2	Règlement européen sur la protection des données : Le règlement européen « Data protection » adopté le 27 avril 2016 consacre de nouveaux concepts et impose aux entreprises de « disrupter » leurs pratiques et de revoir leur politique de conform	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGEU	REGEU	eng
2-8027-4701-0	2-8027-5713-X	Manuel de droit européen du travail : Pour faire ressortir les apports et les limites du droit du travail de l’Union européenne, l’ouvrage prend appui sur les relations qu’il entretient, depuis l’origine, avec les droits nationaux et le droit i	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRSOCEURO	DRSOCEURO	eng
2-8027-5111-5	2-8027-5692-3	Droit des déchets de l'UE	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRUEDEC	DRUEDEC	eng
2-8027-5637-0	2-8027-5739-3	La Charte des droits fondamentaux et l’équilibre constitutionnel entre l’Union européenne et les États membres : Cet ouvrage relate l’entrée en vigueur de la Charte des fondamentaux de l’Union européenne et vise d’abord à identifier l’o	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CHAFON	CHAFON	eng
2-8044-9009-2	2-8044-9177-3	Comparative handbook: robotic technologies law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COHAROLA	COHAROLA	eng
2-8044-6421-0	2-8044-6645-0	Médiation et jeunesse : Mineurs et médiations familiales, scolaires et pénales en pays francophones	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MEDJEU	MEDJEU	eng
2-8044-6682-5	2-8044-6684-1	La traite des êtres humains	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRAETRHUM	TRAETRHUM	eng
2-8027-4158-6	2-8027-4171-3	New Frontiers of Antitrust - 2010 : Concurrences	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NEWFRONANT10	NEWFRONANT10	eng
2-8027-3537-3		Vers la création d'un ordre juridique pour la Méditerranée	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/VECREORJU	VECREORJU	fre
2-8027-5210-3		Valeurs dans la jurisprudence de la Cour européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/VALOMC	VALOMC	fre
2-8027-3605-1		Les valeurs communes dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/VACOUEMB	VACOUEMB	fre
2-8027-3701-5		L'usage de la force dans l'espace: réglementation et prévention d'une guerre en orbite	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/USAFORES	USAFORES	fre
2-8027-5348-7		Union européenne et Maghreb : protection sociale des travailleurs migrants	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UNLIBCIRUE	UNLIBCIRUE	fre
2-8027-3773-2		La théorie des fraudes spéciales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TIACIN	TIACIN	fre
2-8044-7436-4	2-8044-7530-1	INTRODUCTION A LA THEORIE GENERALE DE L'ETAT - MANUEL	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/THEOETAT	THEOETAT	eng
2-8027-4887-4		La territorialité et l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/THECRIDRINT	THECRIDRINT	fre
2-8027-4094-6		La place des pays et territoires d'Outre-Mer dans la politique de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TEROUTMER	TEROUTMER	fre
2-8044-4881-9		Le téléchargement d'œuvres sur Internet	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TENYEAREFFE	TENYEAREFFE	fre
2-8044-5533-5		La télévision européenne face à la TV 2.0 ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TELEURTV	TELEURTV	fre
2-8027-3017-7		Sûreté maritime et violence en mer/Maritime security and violence at sea	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SUPDRAUT	SUPDRAUT	fre
2-8044-5180-1		Les réseaux sociaux sur internet et le droit au respect de la vie privée	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RESOINT	RESOINT	fre
2-8027-5409-2		La dignité de la personne : quelles réalités ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPRINEU	REPRINEU	fre
2-8044-3696-9		Le renvoi préjudiciel en droit européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPREOP	REPREOP	fre
2-8027-3516-0		Répertoire pratique de l'arbitrage commercial international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPRCOLA	REPRCOLA	fre
2-8044-6768-6		Vers une relance de la politique de sécurité et de défense commune ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPOSEDECO	REPOSEDECO	fre
2-8027-5372-X		Les réactions constitutionnelles à la globalisation	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECOGLO	RECOGLO	fre
2-8044-5165-8		La procédure en manquement d'État	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECMAN	RECMAN	fre
2-8044-6293-5		La responsabilité civile des acteurs de l'internet	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECIACIN	RECIACIN	fre
2-8044-5176-3		La mise en cause de la responsabilité pénale du chef d'État	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECHET	RECHET	fre
2-8027-3550-0		Droit international des droits de l'homme et valeurs	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECAUVAL	RECAUVAL	fre
2-8027-3558-6		Les recours des particuliers devant le juge de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECANINPAR	RECANINPAR	fre
2-8027-3043-6		Le recours en carence en droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECADRCOMB	RECADRCOMB	fre
2-8027-5553-6		La responsabilité liée aux activités juridiques	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REACJU	REACJU	fre
2-8027-2746-X		Les partenariats entre l'Union européenne et les États tiers européens	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RAPUNEUMB	RAPUNEUMB	fre
2-8027-4138-1		Les professions juridiques	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROFJURI	PROFJURI	fre
2-8027-2923-3		La procéduralisation des droits substantiels garantis par la Convention européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROFINA	PROFINA	fre
2-8027-3746-5		Prospects of a civil nuclear liability regime in the framework in the European Union	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROCPRE	PROCPRE	fre
2-8027-3421-0		Principe de non refoulement dans la jurisprudence internationale des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRNOREFMB	PRNOREFMB	fre
2-8027-5165-4		Protecting the human body: legal and bioethical perspectives from around the world	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIPROHU	PRIPROHU	fre
2-8027-3524-1		Le principe de précaution et la responsabilité internationale dans le mouvement transfrontière des organismes génétiquement modifié	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIPREOGMMB	PRIPREOGMMB	fre
2-8044-4130-X		Prisons en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIEU	PRIEU	fre
2-8027-3034-7		La prise de décision dans le système de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIDECMB	PRIDECMB	fre
2-8027-5632-X		Le principe du contradictoire en arbitrage	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRICOAR	PRICOAR	fre
2-8044-4631-X		Preuve scientifique, preuve juridique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PREUDREU	PREUDREU	fre
2-8027-5546-3		Politiques de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POUE	POUE	fre
2-8027-5529-3		Politiques de l'Union européenne et droits fondamentaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POLEUR	POLEUR	fre
2-8027-4895-5		L'office du juge constitutionnel face aux exigences supranationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OFJUCO	OFJUCO	fre
2-8027-3541-1		Les Observateurs auprès des Organisations intergouvernementales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OBORGINMB	OBORGINMB	fre
2-8027-3594-2		Nouvelles technologies et défis du droit en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OBLIVIGI	OBLIVIGI	fre
2-8027-3718-X		La non régression en droit de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOREGENMB	NOREGENMB	fre
2-8027-5716-4		Le principe de non-patrimonialité du corps humain	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOPACOHU	NOPACOHU	fre
2-8027-2880-6		Normativité, interprétation et justification des droits économiques et sociaux : les cas québecois et sud-africain	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOINJUMB	NOINJUMB	fre
2-8027-5403-3		Les notions fondamentales de droit privé à l'épreuve des questions environnementales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOFODROENV	NOFODROENV	fre
2-8027-4555-7		La notion de contrat administratif	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NOECNORE	NOECNORE	fre
2-8027-3728-7		New frontiers of antitrust - 2012	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NEWFRONANT14	NEWFRONANT14	fre
2-8027-4291-4		Les limites du droit international - essai en l’honneur de Joe Verhoeven / The limits of international law - essays in honour of Joe Verhoeven	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIDRIN	LIDRIN	fre
2-8044-3521-0		Technology and Competition - Technologie et concurrence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBULL	LIBULL	fre
2-8027-3507-1		A Man for All Treaties	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBPIRISMB	LIBPIRISMB	fre
2-8027-3481-4		Liber Amicorum Peter Leuprecht	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBLEUMB	LIBLEUMB	fre
2-8044-7706-1		La liberté de la presse à l'ère numérique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBECOTE	LIBECOTE	fre
2-8027-4054-7		Europe(s), Droit(s) européen(s) – Une passion d'universitaire	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LIBDROFOMB	LIBDROFOMB	fre
2-8027-4975-7		European Competition Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWEURCOM	LAWEURCOM	fre
2-8027-4973-0		European Business Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWEURBUS	LAWEURBUS	fre
2-8027-5452-1		L'enquête de concurrence - Droit français	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWENCOFRA	LAWENCOFRA	fre
2-8027-5413-0		L'enquête de concurrence - Droit européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWENCO	LAWENCO	fre
2-8027-5558-7		Droit du marché intérieur	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDROMAIN	LAWDROMAIN	fre
2-8027-4969-2		Traité de droit économique – Tome 2 : Droit de la distribution	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWDREC2	LAWDREC2	fre
2-8027-5431-9		Droit des agents commerciaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LAWAGCO	LAWAGCO	fre
2-8044-6299-4		Landmark IP Decisions of the European Court of Justice (2008-2013)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/LANDIP	LANDIP	fre
2-8027-3349-4		La mise en oeuvre du protocole de Kyoto en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/KYOEURMB	KYOEURMB	fre
2-8044-5067-8		Fiscal Federalism in the European Union	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FIFEEU	FIFEEU	fre
2-8027-5113-1		The Fight against Hard Core Cartels in Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FICAEU	FICAEU	fre
2-8027-4775-4		Les femmes dans le droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FEDRUE	FEDRUE	fre
2-8044-5170-4		Pour une fédération européenne d'États-Nations	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/FEDEUETNA	FEDEUETNA	fre
2-8027-4553-0		Le droit de la mer entre universalisme et régionalisme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROMEUN	DROMEUN	fre
2-8027-3548-9		Le droit international de l'eau douce au Moyen-Orient entre souveraineté et coopération	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROINTEAUMO	DROINTEAUMO	fre
2-8044-2091-4		Le droit à l'image	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROIMA	DROIMA	fre
2-8027-3685-X		Le droit de l'OHADA : son insertion en République Démocratique du Congo	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROHADA	DROHADA	fre
2-8027-3577-2		Droit français et droit brésilien	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DROFRADROBRE	DROFRADROBRE	fre
2-8044-5194-1		Droit commercial international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINT	DRINT	fre
2-39013-093-3		Droit international privé des obligations contractuelles	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINPROBL	DRINPROBL	fre
2-8027-5392-4		Le droit des relations familiales internationales à la croisée des chemins	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINPRIFA	DRINPRIFA	fre
2-8027-3511-X		Le droit international pénal à l'épreuve de la légalité des peines	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINPELEPE	DRINPELEPE	fre
2-8027-3556-X		Le droit international humanitaire face aux défis du XXIe siècle	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINHUDE	DRINHUDE	fre
2-8044-3219-X		Droit international et européen des sociétés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINEUSOC	DRINEUSOC	fre
2-8027-3360-5		Droit international, intégration européenne et libres marchés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/DRINEUMB	DRINEUMB	fre
2-8027-5681-8		Concurrence, régulation et énergie	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COREGEN	COREGEN	fre
2-8027-5323-1	2-8027-5547-1	COMPTABILITE PUBLIQUE. MANUEL (LA)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COPU	COPU	eng
2-8027-4300-7	2-8027-4559-X	CONTENTIEUX PRIVE DES PRATIQUES ANTICONCURRENTIELLES (LE)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COPRAN	COPRAN	eng
