publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Mitchels - Legal Issues Across Counselling & Psychotherapy Settings: A Guide for Practice	9781446251997	http://knowledge.sagepub.com/view/legal-issues-across-counselling-and-psychotherapy-settings/SAGE.xml	Mitchels	legal-issues-across-counselling-and-psychotherapy-settings				SAGE Publications Ltd	Monograph	15/09/2011	14/11/2012						F
Myers - Legal Issues in Child Abuse and Neglect Practice	9781452225562	http://knowledge.sagepub.com/view/legal-issues-in-child-abuse-and-neglect-practice-2e/SAGE.xml	Myers	legal-issues-in-child-abuse-and-neglect-practice-2e				"SAGE Publications, Inc"	Monograph	9/07/1998	19/06/2012	1				2768	F
Jenkins - Legal Issues in Counselling & Psychotherapy	9781446217542	http://knowledge.sagepub.com/view/legal-issues-in-counselling-and-psychotherapy/SAGE.xml		legal-issues-in-counselling-and-psychotherapy				SAGE Publications Ltd	Monograph	31/10/2002	19/06/2012			Jenkins			F
"Madden - Legal Issues in Social Work, Counseling, and Mental Health: Guidelines for Clinical Practice in Psychotherapy"	9781452243467	http://knowledge.sagepub.com/view/legal-issues-in-social-work-counseling-and-mental-health/SAGE.xml	Madden	legal-issues-in-social-work-counseling-and-mental-health				"SAGE Publications, Inc"	Monograph	9/03/1998	19/06/2012	36					F
"Strokoff - Legislative Drafter's Desk Reference, 2nd ed."	9781452235394	http://knowledge.sagepub.com/view/the-legislative-drafters-desk-reference-2e/SAGE.xml	Strokoff	the-legislative-drafters-desk-reference-2e				CQ Press	Monograph	24/08/2007	19/06/2012						F
Wearing - Leisure and Feminist Theory	9781446278970	http://knowledge.sagepub.com/view/leisure-and-feminist-theory/SAGE.xml	Wearing	leisure-and-feminist-theory				SAGE Publications Ltd	Monograph	4/12/1998	20/12/2013						F
Best - Leisure Studies: Themes and Perspectives	9781446212066	http://knowledge.sagepub.com/view/leisure-studies/SAGE.xml	Best	leisure-studies				SAGE Publications Ltd	Monograph	29/10/2009	19/06/2012						F
"Greene - Lesbian and Gay Psychology: Theory, Research, and Clinical Applications"	9781483326757	http://knowledge.sagepub.com/view/lesbian-and-gay-psychology/SAGE.xml		lesbian-and-gay-psychology				"SAGE Publications, Inc"	Monograph	5/01/1994	20/12/2013	1		Greene			F
"Sandfort - Lesbian and Gay Studies: An Introductory, Interdisciplinary Approach"	9781446217450	http://knowledge.sagepub.com/view/lesbian-and-gay-studies/SAGE.xml		lesbian-and-gay-studies				SAGE Publications Ltd	Monograph	19/07/2000	19/06/2012			Sandfort			F
Collins - Let's Learn about Healthy Eating	9781446213728	http://knowledge.sagepub.com/view/lets-learn-about-healthy-eating/SAGE.xml	Collins	lets-learn-about-healthy-eating				SAGE Publications Ltd	Monograph	21/03/2006	19/06/2012						F
Stacey - Let's Mediate: A Teachers' Guide to Peer Support and Conflict Resolution Skills for all Ages	9781446252116	http://knowledge.sagepub.com/view/lets-mediate/SAGE.xml	Stacey	lets-mediate				SAGE Publications Ltd	Monograph	1/01/1997	19/06/2012						F
Burnham - Let's Talk: Using Personal Construct Psychology to Support Children and Young People	9781446213476	http://knowledge.sagepub.com/view/lets-talk/SAGE.xml	Burnham	lets-talk				SAGE Publications Ltd	Monograph	18/04/2008	19/06/2012						F
"Alford - Levinas, The Frankfurt School and Psychoanalysis"	9781446219164	http://knowledge.sagepub.com/view/levinas-the-frankfurt-school-and-psychoanalysis/SAGE.xml	Alford	levinas-the-frankfurt-school-and-psychoanalysis				SAGE Publications Ltd	Monograph	30/01/2002	29/08/2012						F
Turner - Liberal Democracy 3.0: Civil Society in an Age of Experts	9781446217498	http://knowledge.sagepub.com/view/liberal-democracy-3-0/SAGE.xml	Turner	liberal-democracy-3-0				SAGE Publications Ltd	Monograph	18/03/2003	19/06/2012						F
Lerner - Liberty: Thriving and Civic Engagement Among America's Youth	9781452233581	http://knowledge.sagepub.com/view/liberty/SAGE.xml	Lerner	liberty				"SAGE Publications, Inc"	Monograph	10/02/2004	19/06/2012						F
Carradice - Life Choices: Teaching Adolescents to Make Positive Decisions about Their Own Lives	9781446212899	http://knowledge.sagepub.com/view/life-choices/SAGE.xml	Carradice	life-choices				SAGE Publications Ltd	Monograph	8/03/2006	19/06/2012						F
Nelson-Jones - Life Coaching Skills: How to Develop Skilled Clients	9781446214497	http://knowledge.sagepub.com/view/life-coaching-skills/SAGE.xml	Nelson-Jones	life-coaching-skills				SAGE Publications Ltd	Monograph	15/11/2006	19/06/2012						F
"Farrar-Myers - Limits and Loopholes: The Quest for Money, Free Speech, and Fair Elections"	9781483345222	http://knowledge.sagepub.com/view/limits-and-loopholes-the-quest-for-money-free-speech-and-fair-elections/SAGE.xml	Farrar-Myers	limits-and-loopholes-the-quest-for-money-free-speech-and-fair-elections				CQ Press	Monograph	14/10/2007	20/12/2013						F
Wise - Listen to Me: The Voices of Pupils with Emotional and Behavioural Difficulties	9781446215319	http://knowledge.sagepub.com/view/listen-to-me/SAGE.xml	Wise	listen-to-me				SAGE Publications Ltd	Monograph	1/01/2000	19/06/2012						F
Pahl - Literacy and Education (Second Edition)	9781473915237	http://knowledge.sagepub.com/view/literacy-and-education/SAGE.xml	Pahl	literacy-and-education				SAGE Publications Ltd	Monograph	24/04/2012	22/12/2014		Second Edition			226692	F
Marsh - Literacy and Popular Culture: Using Children's Culture in the Classroom	9781446219829	http://knowledge.sagepub.com/view/literacy-and-popular-culture/SAGE.xml	Marsh	literacy-and-popular-culture				SAGE Publications Ltd	Monograph	22/12/2000	19/06/2012						F
Griffith - Literacy for Young Children: A Guide for Early Childhood Educators	9781483329734	http://knowledge.sagepub.com/view/literacy-for-young-children/SAGE.xml	Griffith	literacy-for-young-children				Corwin	Monograph	4/03/2008	20/12/2013						F
Garber - Literacy Goes to School: The Parents' Role in Young Children's Literacy Learning	9781446279656	http://knowledge.sagepub.com/view/literacy-goes-to-school/SAGE.xml	Garber	literacy-goes-to-school				SAGE Publications Ltd	Monograph	28/02/1996	20/12/2013						F
Fogarty - Literacy Matters: Strategies Every Teacher Can Use (Second Edition)	9781483329482	http://knowledge.sagepub.com/view/literacy-matters/SAGE.xml	Fogarty	literacy-matters				Corwin	Monograph	9/10/2006	20/12/2013		Second Edition			228635	F
Cox - Literature-Based Teaching in the Content Areas: 40 Strategies for K-8 Classrooms	9781452230528	http://knowledge.sagepub.com/view/literature-based-teaching-in-the-content-areas/SAGE.xml	Cox	literature-based-teaching-in-the-content-areas				"SAGE Publications, Inc"	Monograph	12/01/2011	19/06/2012						F
"Marriott - Live Television: Time, Space and the Broadcast Event"	9781446218273	http://knowledge.sagepub.com/view/live-television/SAGE.xml	Marriott	live-television				SAGE Publications Ltd	Monograph	18/11/2007	19/06/2012						F
"Tomlinson - Living Headship: Voices, Values and Vision"	9781446219218	http://knowledge.sagepub.com/view/living-headship/SAGE.xml		living-headship				SAGE Publications Ltd	Monograph	10/08/1999	19/06/2012			Tomlinson			F
Wilde McCormick - Living on the Edge: Breaking up to breakdown to breakthrough	9781446220184	http://knowledge.sagepub.com/view/living-on-the-edge/SAGE.xml	Wilde McCormick	living-on-the-edge				SAGE Publications Ltd	Monograph	30/01/2002	19/06/2012						F
"Thapan - Living the Body: Embodiment, Womanhood and Identity in Contemporary India"	9788132112457	http://knowledge.sagepub.com/view/living-the-body/SAGE.xml	Thapan	living-the-body				SAGE India	Monograph	1/11/2008	20/12/2013						F
"Attfield - Living with Autistic Spectrum Disorders: Guidance for Parents, Carers and Siblings"	9781446213872	http://knowledge.sagepub.com/view/living-with-autistic-spectrum-disorders/SAGE.xml	Attfield	living-with-autistic-spectrum-disorders				SAGE Publications Ltd	Monograph	15/11/2006	19/06/2012						F
"Barber - Living Your Best Life with Asperger's Syndrome: How a Young Boy and His Mother Deal with the Challenges and Joys of Being Eleven, Brilliant and Socially Absent"	9781446213216	http://knowledge.sagepub.com/view/living-your-best-life-with-aspergers-syndrome/SAGE.xml	Barber	living-your-best-life-with-aspergers-syndrome				SAGE Publications Ltd	Monograph	8/03/2006	19/06/2012						F
Godwin - Lobbying and Policymaking: The Public Pursuit of Private Interests	9781483349336	http://knowledge.sagepub.com/view/lobbying-and-policymaking/SAGE.xml	Godwin	lobbying-and-policymaking				CQ Press	Monograph	12/09/2012	26/12/2013						F
Keohane - Local Commons and Global Interdependence	9781446222010	http://knowledge.sagepub.com/view/local-commons-and-global-interdependence/SAGE.xml		local-commons-and-global-interdependence				SAGE Publications Ltd	Monograph	15/11/1994	19/06/2012			Keohane			F
"Blair - Local Economic Development: Analysis, Practices, and Globalization (Second Edition)"	9781452275109	http://knowledge.sagepub.com/view/local-economic-development-2e/SAGE.xml	Blair	local-economic-development-2e				"SAGE Publications, Inc"	Monograph	3/07/2008	18/01/2013		Second Edition			4959	F
John - Local Governance in Western Europe	9781446217788	http://knowledge.sagepub.com/view/local-governance-in-western-europe/SAGE.xml	John	local-governance-in-western-europe				SAGE Publications Ltd	Monograph	18/09/2001	19/06/2012						F
"Basu - Locating Cultural Change: Theory, Method, Process"	9788132112921	http://knowledge.sagepub.com/view/locating-cultural-change/SAGE.xml		locating-cultural-change				SAGE India	Monograph	16/05/2011	20/12/2013			Basu			F
Eisikovits - Locked in A Violent Embrace: Understanding and Intervening in Domestic Violence	9781452205526	http://knowledge.sagepub.com/view/locked-in-a-violent-embrace/SAGE.xml	Eisikovits	locked-in-a-violent-embrace				"SAGE Publications, Inc"	Monograph	15/04/2000	2/08/2012						F
Sadler - Logistics and Supply Chain Integration	9781446214312	http://knowledge.sagepub.com/view/logistics-and-supply-chain-integration/SAGE.xml	Sadler	logistics-and-supply-chain-integration				SAGE Publications Ltd	Monograph	12/06/2007	19/06/2012						F
Lloyd - Long-Term Conditions: Challenges in Health & Social Care	9781446288757	http://knowledge.sagepub.com/view/long-term-conditions/SAGE.xml		long-term-conditions				SAGE Publications Ltd	Monograph	15/11/2011	26/12/2013			Lloyd			F
"Flanagan - Long-Term Imprisonment: Policy, Science, and Corrrectional Practice"	9781483327228	http://knowledge.sagepub.com/view/long-term-imprisonment/SAGE.xml		long-term-imprisonment				"SAGE Publications, Inc"	Monograph	6/04/1995	20/12/2013			Flanagan			F
Macconville - Looking at Inclusion: Listening to the Voices of Young People	9781446213117	http://knowledge.sagepub.com/view/looking-at-inclusion/SAGE.xml	Macconville	looking-at-inclusion				SAGE Publications Ltd	Monograph	16/04/2007	19/06/2012						F
Currer - Loss and Social Work	9781446278635	http://knowledge.sagepub.com/view/loss-and-social-work/SAGE.xml	Currer	loss-and-social-work				SAGE Publications Ltd	Monograph	7/09/2007	20/12/2013						F
Kelkar - Lost Years of the RSS	9788132112143	http://knowledge.sagepub.com/view/lost-years-of-the-rss/SAGE.xml	Kelkar	lost-years-of-the-rss				SAGE India	Monograph	11/04/2011	20/12/2013						F
Featherstone - Love & Eroticism	9781446218945	http://knowledge.sagepub.com/view/love-and-eroticism/SAGE.xml		love-and-eroticism				SAGE Publications Ltd	Monograph	19/03/1999	19/06/2012			Featherstone			F
Regan - Lust: What We Know about Human Sexual Desire	9781452233727	http://knowledge.sagepub.com/view/lust/SAGE.xml	Regan	lust				"SAGE Publications, Inc"	Monograph	27/08/1999	19/06/2012						F
Holmes - Magazine Journalism	9781446288597	http://knowledge.sagepub.com/view/magazine-journalism/SAGE.xml	Holmes	magazine-journalism				SAGE Publications Ltd	Monograph	10/11/2011	26/12/2013						F
White - Magic Circles: Self-Esteem for Everyone in Circle Time (Second Edition (CD))	9781446214732	http://knowledge.sagepub.com/view/magic-circles-2e/SAGE.xml	White	magic-circles-2e				SAGE Publications Ltd	Monograph	18/11/2008	19/06/2012		Second Edition (CD)			227832	F
Eldridge - Maintaining Change: A Personal Relapse Prevention Manual	9781483327266	http://knowledge.sagepub.com/view/maintaining-change/SAGE.xml	Eldridge	maintaining-change				"SAGE Publications, Inc"	Monograph	23/09/1997	20/12/2013						F
Sullivan-Dudzic - Making a Difference: 10 Essential Steps to Building a PreK-3 System	9781483387284	http://knowledge.sagepub.com/view/making-a-difference/SAGE.xml	Sullivan-Dudzic	making-a-difference				Corwin	Monograph	6/01/2010	19/12/2014						F
"Baker - Making a Spectacle of Bullying: An Assembly Performance with Follow-up Activities for Citizenship, PSHE and Literacy"	9781446279670	http://knowledge.sagepub.com/view/making-a-spectacle-of-bullying/SAGE.xml	Baker	making-a-spectacle-of-bullying				SAGE Publications Ltd	Monograph	18/02/2006	20/12/2013						F
Williams - Making Better Business Decisions: Understanding and Improving Critical Thinking and Problem Solving Skills	9781452231181	http://knowledge.sagepub.com/view/making-better-business-decisions/SAGE.xml	Williams	making-better-business-decisions				"SAGE Publications, Inc"	Monograph	20/12/2001	19/06/2012						F
Johnson - Making Connections in Elementary and Middle School Social Studies (Second Edition)	9781452275130	http://knowledge.sagepub.com/view/making-connections-in-elementary-and-middle-school-social-studies-2e/SAGE.xml	Johnson	making-connections-in-elementary-and-middle-school-social-studies-2e				"SAGE Publications, Inc"	Monograph	15/10/2009	18/01/2013		Second Edition			226658	F
Merenbloom - Making Creative Schedules Work in Middle and High Schools	9781483328904	http://knowledge.sagepub.com/view/making-creative-schedules-work-in-middle-and-high-schools/SAGE.xml	Merenbloom	making-creative-schedules-work-in-middle-and-high-schools				Corwin	Monograph	6/11/2006	20/12/2013						F
Riley - Making Families Through Adoption	9781483349558	http://knowledge.sagepub.com/view/making-families-through-adoption/SAGE.xml	Riley	making-families-through-adoption				"SAGE Publications, Inc"	Monograph	14/07/2011	26/12/2013						F
Hayward - Making Inclusion Happen: A Practical Guide	9781446213643	http://knowledge.sagepub.com/view/making-inclusion-happen/SAGE.xml	Hayward	making-inclusion-happen				SAGE Publications Ltd	Monograph	7/06/2006	19/06/2012						F
"Rodriguez - Making Latino News: Race, Language, Class"	9781452233345	http://knowledge.sagepub.com/view/making-latino-news/SAGE.xml	Rodriguez	making-latino-news				"SAGE Publications, Inc"	Monograph	16/09/1999	19/06/2012	1					F
Larson - Making Literacy Real: Theories and Practices for Learning and Teaching	9781446211953	http://knowledge.sagepub.com/view/making-literacy-real/SAGE.xml	Larson	making-literacy-real				SAGE Publications Ltd	Monograph	8/09/2005	19/06/2012						F
Tropman - Making Meetings Work: Achieving High Quality Group Decisions (Second Edition)	9781483328737	http://knowledge.sagepub.com/view/making-meetings-work/SAGE.xml	Tropman	making-meetings-work				"SAGE Publications, Inc"	Monograph	30/01/2003	20/12/2013		Second Edition			5365	F
Andersen - Making Policy in Europe (Second Edition)	9781446220092	http://knowledge.sagepub.com/view/making-policy-in-europe-2e/SAGE.xml		making-policy-in-europe-2e				SAGE Publications Ltd	Monograph	26/01/2001	19/06/2012		Second Edition	Andersen		204208	F
