publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Baldwin - Key Concepts in Palliative Care	9781446288122	http://knowledge.sagepub.com/view/key-concepts-in-palliative-care/SAGE.xml		key-concepts-in-palliative-care				SAGE Publications Ltd	Monograph	15/10/2010	26/12/2013			Baldwin			F
Parker - Key Concepts in Planning	9781473914629	http://knowledge.sagepub.com/view/key-concepts-in-planning/SAGE.xml	Parker	key-concepts-in-planning				SAGE Publications Ltd	Monograph	25/07/2012	22/12/2014						F
Lilleker - Key Concepts in Political Communication	9781446212943	http://knowledge.sagepub.com/view/key-concepts-in-political-communication/SAGE.xml	Lilleker	key-concepts-in-political-communication				SAGE Publications Ltd	Monograph	25/01/2006	19/06/2012						F
Gallaher - Key Concepts in Political Geography	9781446279496	http://knowledge.sagepub.com/view/key-concepts-in-political-geography/SAGE.xml	Gallaher	key-concepts-in-political-geography				SAGE Publications Ltd	Monograph	22/04/2009	20/12/2013						F
Wilson - Key Concepts in Public Health	9781446216736	http://knowledge.sagepub.com/view/key-concepts-in-public-health/SAGE.xml		key-concepts-in-public-health				SAGE Publications Ltd	Monograph	19/11/2008	19/06/2012			Wilson			F
Franklin - Key Concepts in Public Relations	9781446269084	http://knowledge.sagepub.com/view/key-concepts-in-public-relations/SAGE.xml	Franklin	key-concepts-in-public-relations				SAGE Publications Ltd	Monograph	5/03/2009	18/01/2013						F
Chignell - Key Concepts in Radio Studies	9781446269060	http://knowledge.sagepub.com/view/key-concepts-in-radio-studies/SAGE.xml	Chignell	key-concepts-in-radio-studies				SAGE Publications Ltd	Monograph	5/03/2009	18/01/2013						F
Phillips - Key Concepts in Social Gerontology	9781446251058	http://knowledge.sagepub.com/view/key-concepts-in-social-gerontology/SAGE.xml	Phillips	key-concepts-in-social-gerontology				SAGE Publications Ltd	Monograph	18/03/2010	19/06/2012						F
Worsley - Key Concepts in Social Work Practice	9781473914988	http://knowledge.sagepub.com/view/key-concepts-in-social-work-practice/SAGE.xml		key-concepts-in-social-work-practice				SAGE Publications Ltd	Monograph	12/11/2012	22/12/2014			Worsley			F
Braham - Key Concepts in Sociology	9781473914704	http://knowledge.sagepub.com/view/key-concepts-in-sociology/SAGE.xml	Braham	key-concepts-in-sociology				SAGE Publications Ltd	Monograph	1/02/2013	23/12/2014						F
Atkinson - Key Concepts in Sport and Exercise Research Methods	9781446288092	http://knowledge.sagepub.com/view/key-concepts-in-sport-and-exercise-research-methods/SAGE.xml	Atkinson	key-concepts-in-sport-and-exercise-research-methods				SAGE Publications Ltd	Monograph	10/11/2011	26/12/2013						F
Kirk - Key Concepts in Sport and Exercise Sciences	9781446213650	http://knowledge.sagepub.com/view/key-concepts-in-sport-and-exercise-science/SAGE.xml		key-concepts-in-sport-and-exercise-science				SAGE Publications Ltd	Monograph	3/11/2008	19/06/2012			Kirk			F
Byers - Key Concepts in Sport Management	9781473914599	http://knowledge.sagepub.com/view/key-concepts-in-sport-management/SAGE.xml	Byers	key-concepts-in-sport-management				SAGE Publications Ltd	Monograph	16/08/2012	22/12/2014						F
Kremer - Key Concepts in Sport Psychology	9781446288702	http://knowledge.sagepub.com/view/key-concepts-in-sport-psychology/SAGE.xml	Kremer	key-concepts-in-sport-psychology				SAGE Publications Ltd	Monograph	26/10/2011	26/12/2013						F
Wagg - Key Concepts in Sports Studies	9781446269077	http://knowledge.sagepub.com/view/key-concepts-in-sports-studies/SAGE.xml	Wagg	key-concepts-in-sports-studies				SAGE Publications Ltd	Monograph	14/09/2009	18/01/2013						F
Haylock - Key Concepts in Teaching Primary Mathematics	9781446214503	http://knowledge.sagepub.com/view/key-concepts-in-teaching-primary-mathematics/SAGE.xml	Haylock	key-concepts-in-teaching-primary-mathematics				SAGE Publications Ltd	Monograph	17/09/2007	19/06/2012						F
Botterill - Key Concepts in Tourism Research	9781473914674	http://knowledge.sagepub.com/view/key-concepts-in-tourism-research/SAGE.xml	Botterill	key-concepts-in-tourism-research				SAGE Publications Ltd	Monograph	12/04/2012	22/12/2014						F
Smith - Key Concepts in Tourist Studies	9781446251027	http://knowledge.sagepub.com/view/key-concepts-in-tourist-studies/SAGE.xml	Smith	key-concepts-in-tourist-studies				SAGE Publications Ltd	Monograph	22/03/2010	19/06/2012						F
Latham - Key Concepts in Urban Geography	9781446214404	http://knowledge.sagepub.com/view/key-concepts-in-urban-geography/SAGE.xml	Latham	key-concepts-in-urban-geography				SAGE Publications Ltd	Monograph	19/12/2008	19/06/2012						F
Gottdiener - Key Concepts in Urban Studies	9781446279120	http://knowledge.sagepub.com/view/key-concepts-in-urban-studies/SAGE.xml	Gottdiener	key-concepts-in-urban-studies				SAGE Publications Ltd	Monograph	1/02/2005	20/12/2013						F
Blyton - Key Concepts in Work	9781446215814	http://knowledge.sagepub.com/view/key-concepts-in-work/SAGE.xml	Blyton	key-concepts-in-work				SAGE Publications Ltd	Monograph	22/10/2007	21/12/2012						F
Lechte - Key Contemporary Concepts: From Abjection to Zeno's Paradox	9781446219638	http://knowledge.sagepub.com/view/key-contemporary-concepts/SAGE.xml	Lechte	key-contemporary-concepts				SAGE Publications Ltd	Monograph	5/12/2002	19/06/2012						F
Pratt - Key Ideas in Criminology and Criminal Justice	9781483388045	http://knowledge.sagepub.com/view/key-ideas-in-criminology-and-criminal-justice/SAGE.xml	Pratt	key-ideas-in-criminology-and-criminal-justice				"SAGE Publications, Inc"	Monograph	20/10/2010	19/12/2014						F
Kivisto - Key Ideas in Sociology (Third Edition)	9781483349411	http://knowledge.sagepub.com/view/key-ideas-in-sociology-3e/SAGE.xml		key-ideas-in-sociology-3e				"SAGE Publications, Inc"	Monograph	13/05/2010	26/12/2013		Third Edition	Kivisto		226431	F
Burton - Key Issues for Education Researchers	9781446269480	http://knowledge.sagepub.com/view/key-issues-for-education-researchers/SAGE.xml	Burton	key-issues-for-education-researchers				SAGE Publications Ltd	Monograph	20/05/2009	18/01/2013						F
Ward - Key Issues in Education Policy	9781446279533	http://knowledge.sagepub.com/view/key-issues-in-education-policy/SAGE.xml	Ward	key-issues-in-education-policy				SAGE Publications Ltd	Monograph	25/06/2009	20/12/2013						F
McGee - Key Research and Study Skills in Psychology	9781446269510	http://knowledge.sagepub.com/view/key-research-and-study-skills-in-psychology/SAGE.xml	McGee	key-research-and-study-skills-in-psychology				SAGE Publications Ltd	Monograph	16/04/2010	18/01/2013						F
Hubbard - Key Texts in Human Geography	9781446213742	http://knowledge.sagepub.com/view/key-texts-in-human-geography/SAGE.xml		key-texts-in-human-geography				SAGE Publications Ltd	Monograph	19/05/2008	19/06/2012			Hubbard			F
Tormey - Key Thinkers from Critical Theory to Post-Marxism	9781446220115	http://knowledge.sagepub.com/view/key-thinkers-from-critical-theory-to-post-marxism/SAGE.xml	Tormey	key-thinkers-from-critical-theory-to-post-marxism				SAGE Publications Ltd	Monograph	19/06/2006	19/06/2012						F
Harre - Key Thinkers in Psychology	9781446211977	http://knowledge.sagepub.com/view/key-thinkers-in-psychology/SAGE.xml	Harre	key-thinkers-in-psychology				SAGE Publications Ltd	Monograph	4/11/2005	19/06/2012						F
Udelhofen - Keys to Curriculum Mapping: Strategies and Tools to Make It Work	9781483329079	http://knowledge.sagepub.com/view/keys-to-curriculum-mapping/SAGE.xml		keys-to-curriculum-mapping				Corwin	Monograph	23/02/2005	20/12/2013			Udelhofen			F
Thrift - Knowing Capitalism	9781446211458	http://knowledge.sagepub.com/view/knowing-capitalism/SAGE.xml	Thrift	knowing-capitalism				SAGE Publications Ltd	Monograph	26/01/2005	19/06/2012						F
"von Krogh - Knowing in Firms: Understanding, Managing and Measuring Knowledge"	9781446280256	http://knowledge.sagepub.com/view/knowing-in-firms/SAGE.xml		knowing-in-firms				SAGE Publications Ltd	Monograph	4/12/1998	20/12/2013			von Krogh			F
Chandra - Knowledge Economy: The Indian Challenge	9788132112501	http://knowledge.sagepub.com/view/knowledge-economy/SAGE.xml		knowledge-economy				SAGE India	Monograph	19/01/2009	20/12/2013			Chandra			F
"Sales - Knowledge, Communication and Creativity"	9781446215548	http://knowledge.sagepub.com/view/knowledge-communication-and-creativity/SAGE.xml		knowledge-communication-and-creativity				SAGE Publications Ltd	Monograph	19/07/2007	19/06/2012			Sales			F
Chaston - Knowledge-Based Marketing: The 21st Century Competitive Edge	9781446211311	http://knowledge.sagepub.com/view/knowledge-based-marketing/SAGE.xml	Chaston	knowledge-based-marketing				SAGE Publications Ltd	Monograph	7/04/2004	19/06/2012						F
Stathis - Landmark Debates in Congress: From the Declaration of Independence to the War in Iraq	9781452240145	http://knowledge.sagepub.com/view/landmark-debates-in-congress/SAGE.xml	Stathis	landmark-debates-in-congress				CQ Press	Monograph	22/10/2008	19/06/2012						F
Stathis - Landmark Legislation	9781452240688	http://knowledge.sagepub.com/view/landmark-legislation-1774-2002/SAGE.xml	Stathis	landmark-legislation-1774-2002				CQ Press	Monograph	1/04/2003	19/06/2012						F
Stathis - Landmark Legislation 1774-2012: Major U.S. Acts and Treaties (Second Edition)	9781452292281	http://knowledge.sagepub.com/view/landmark-legislation-1774-2012/SAGE.xml	Stathis	landmark-legislation-1774-2012				CQ Press	Monograph	2/01/2014	11/03/2014		Second Edition			236419	F
Riley - Language and Literacy 3-7: Creative Approaches to Teaching	9781446213254	http://knowledge.sagepub.com/view/language-and-literacy-3-7/SAGE.xml	Riley	language-and-literacy-3-7				SAGE Publications Ltd	Monograph	2/10/2006	19/06/2012						F
"Fang - Language and Literacy in Inquiry-Based Science Classrooms, Grades 3-8"	9781452219677	http://knowledge.sagepub.com/view/language-and-literacy-in-inquiry-based-science-classrooms-grades-3-8/SAGE.xml	Fang	language-and-literacy-in-inquiry-based-science-classrooms-grades-3-8				Corwin	Monograph	7/09/2010	19/06/2012						F
Donoghue - Language Arts: Integrating Skills for Classroom Teaching	9781452274799	http://knowledge.sagepub.com/view/language-arts-integrating-skills-for-classroom-teaching/SAGE.xml	Donoghue	language-arts-integrating-skills-for-classroom-teaching				"SAGE Publications, Inc"	Monograph	5/08/2008	18/01/2013						F
"Cohen - Language Impairment and Psychopathology in Infants, Children, and Adolescents"	9781452231808	http://knowledge.sagepub.com/view/language-impairment-and-psychopathology-in-infants-children-and-adolescents/SAGE.xml	Cohen	language-impairment-and-psychopathology-in-infants-children-and-adolescents				"SAGE Publications, Inc"	Monograph	21/06/2001	19/06/2012						F
Kohli - Latin America 2040: Breaking Away from Complacency: An Agenda for Resurgence	9788132112341	http://knowledge.sagepub.com/view/latin-america-2040/SAGE.xml		latin-america-2040				SAGE India	Monograph	24/09/2010	20/12/2013			Kohli			F
Billig - Laughter and Ridicule: Towards a Social Critique of Humour	9781446211779	http://knowledge.sagepub.com/view/laughter-and-ridicule/SAGE.xml	Billig	laughter-and-ridicule				SAGE Publications Ltd	Monograph	19/07/2005	19/06/2012						F
Anleu - Law and Social Change (Second Edition)	9781446215975	http://knowledge.sagepub.com/view/law-and-social-change-2e/SAGE.xml	Anleu	law-and-social-change-2e				SAGE Publications Ltd	Monograph	29/10/2009	19/06/2012		Second Edition			205038	F
Smartt - Law for Criminologists: A Practical Guide	9781446215982	http://knowledge.sagepub.com/view/law-for-criminologists/SAGE.xml	Smartt	law-for-criminologists				SAGE Publications Ltd	Monograph	13/11/2008	19/06/2012						F
"Sutton - Law/Society: Origins, Interactions, and Change"	9781452233956	http://knowledge.sagepub.com/view/law-society/SAGE.xml	Sutton	law-society				"SAGE Publications, Inc"	Monograph	22/12/2000	19/06/2012						F
Gunter - Leaders and Leadership in Education	9781446217559	http://knowledge.sagepub.com/view/leaders-and-leadership-in-education/SAGE.xml	Gunter	leaders-and-leadership-in-education				SAGE Publications Ltd	Monograph	18/09/2001	19/06/2012						F
Beerel - Leadership and Change Management	9781446269336	http://knowledge.sagepub.com/view/leadership-and-change-management/SAGE.xml	Beerel	leadership-and-change-management				SAGE Publications Ltd	Monograph	13/05/2009	18/01/2013						F
Lumby - Leadership and Diversity: Challenging Theory and Practice in Education	9781446213612	http://knowledge.sagepub.com/view/leadership-and-diversity/SAGE.xml	Lumby	leadership-and-diversity				SAGE Publications Ltd	Monograph	1/03/2007	19/06/2012						F
Robertson - Leadership and Learning	9781446288931	http://knowledge.sagepub.com/view/leadership-and-learning/SAGE.xml		leadership-and-learning				SAGE Publications Ltd	Monograph	4/03/2011	26/12/2013			Robertson			F
Bush - Leadership and Management Development in Education	9781446213605	http://knowledge.sagepub.com/view/leadership-and-management-development-in-education/SAGE.xml	Bush	leadership-and-management-development-in-education				SAGE Publications Ltd	Monograph	17/03/2008	19/06/2012						F
Hafford-Letchfield - Leadership and Management in Social Care	9781446214237	http://knowledge.sagepub.com/view/leadership-and-management-in-social-care/SAGE.xml	Hafford-Letchfield	leadership-and-management-in-social-care				SAGE Publications Ltd	Monograph	15/11/2007	19/06/2012						F
Van Knippenberg - Leadership and Power: Identity Processes in Groups and Organizations	9781446216170	http://knowledge.sagepub.com/view/leadership-and-power/SAGE.xml		leadership-and-power				SAGE Publications Ltd	Monograph	17/02/2004	19/06/2012			Van Knippenberg			F
Bush - Leadership and Strategic Management in Education	9781446220320	http://knowledge.sagepub.com/view/leadership-and-strategic-management-in-education/SAGE.xml	Bush	leadership-and-strategic-management-in-education				SAGE Publications Ltd	Monograph	31/05/2000	19/06/2012						F
Beach - Leadership and the Art of Change: A Practical Guide to Organizational Transformation	9781483329154	http://knowledge.sagepub.com/view/leadership-and-the-art-of-change/SAGE.xml	Beach	leadership-and-the-art-of-change				"SAGE Publications, Inc"	Monograph	26/05/2005	20/12/2013						F
Lumby - Leadership as Lunacy: And Other Metaphors for Educational Leadership	9781483350479	http://knowledge.sagepub.com/view/leadership-as-lunacy/SAGE.xml	Lumby	leadership-as-lunacy				Corwin	Monograph	9/08/2010	26/12/2013						F
Burtis - Leadership Communication as Citizenship	9781452230375	http://knowledge.sagepub.com/view/leadership-communication-as-citizenship/SAGE.xml	Burtis	leadership-communication-as-citizenship				"SAGE Publications, Inc"	Monograph	6/11/2009	19/06/2012						F
Houston - Leadership for Family and Community Involvement	9781452275277	http://knowledge.sagepub.com/view/leadership-for-family-and-community-involvement/SAGE.xml		leadership-for-family-and-community-involvement				Corwin	Monograph	1/06/2010	18/01/2013	8		Houston			F
Crosby - Leadership For Global Citizenship: Building Transnational Community	9781452204963	http://knowledge.sagepub.com/view/leadership-for-global-citizenship/SAGE.xml	Crosby	leadership-for-global-citizenship				"SAGE Publications, Inc"	Monograph	16/04/1999	19/06/2012						F
Fink - Leadership for Mortals: Developing and Sustaining Leaders of Learning	9781446211434	http://knowledge.sagepub.com/view/leadership-for-mortals/SAGE.xml	Fink	leadership-for-mortals				SAGE Publications Ltd	Monograph	8/09/2005	19/06/2012						F
Kaagan - Leadership Games: Experiential Learning for Organizational Development	9781452225579	http://knowledge.sagepub.com/view/leadership-games/SAGE.xml	Kaagan	leadership-games				"SAGE Publications, Inc"	Monograph	16/10/1998	19/06/2012						F
"Connerley - Leadership in a Diverse and Multicultural Environment: Developing Awareness, Knowledge, and Skills"	9781483328966	http://knowledge.sagepub.com/view/leadership-in-a-diverse-and-multicultural-environment/SAGE.xml	Connerley	leadership-in-a-diverse-and-multicultural-environment				"SAGE Publications, Inc"	Monograph	2/03/2005	20/12/2013						F
Brundrett - Leadership in Education	9781446215036	http://knowledge.sagepub.com/view/leadership-in-education/SAGE.xml		leadership-in-education				SAGE Publications Ltd	Monograph	11/03/2003	19/06/2012			Brundrett			F
Agard - Leadership in Nonprofit Organizations: A Reference Handbook	9781412979320	http://knowledge.sagepub.com/view/nonprofitorganizations/SAGE.xml		nonprofitorganizations				"SAGE Publications, Inc"	Monograph	19/10/2010	6/12/2010			Agard			F
Dym - Leadership in Nonprofit Organizations: Lessons From the Third Sector	9781452224756	http://knowledge.sagepub.com/view/leadership-in-nonprofit-organizations/SAGE.xml	Dym	leadership-in-nonprofit-organizations				"SAGE Publications, Inc"	Monograph	4/01/2005	19/06/2012						F
Bainbridge - Leadership in Science and Technology: A Reference Handbook	9781412994231	http://knowledge.sagepub.com/view/hdbk_leadershipscitech/SAGE.xml		hdbk_leadershipscitech				"SAGE Publications, Inc"	Monograph	20/10/2011	17/11/2011			Bainbridge			F
Western - Leadership: A Critical Text	9781446280294	http://knowledge.sagepub.com/view/leadership-a-critical-text/SAGE.xml	Western	leadership-a-critical-text				SAGE Publications Ltd	Monograph	15/11/2007	20/12/2013						F
"Bubb - Leading & Managing Continuing Professional Development: Developing People, Developing Schools (Second Edition)"	9781446216637	http://knowledge.sagepub.com/view/leading-and-managing-continuing-professional-development-2e/SAGE.xml	Bubb	leading-and-managing-continuing-professional-development-2e				SAGE Publications Ltd	Monograph	25/09/2007	19/06/2012		Second Edition			226151	F
Alford - Leading Academic Achievement for English Language Learners: A Guide for Principals	9781483350318	http://knowledge.sagepub.com/view/leading-academic-achievement-for-english-language-learners/SAGE.xml	Alford	leading-academic-achievement-for-english-language-learners				Corwin	Monograph	28/03/2011	26/12/2013						F
"Earley - Leading and Managing Continuing Professional Development: Developing People, Developing Schools (First Edition)"	9781446279601	http://knowledge.sagepub.com/view/leading-and-managing-continuing-professional-development/SAGE.xml	Earley	leading-and-managing-continuing-professional-development				SAGE Publications Ltd	Monograph	3/02/2004	20/12/2013		First Edition				F
Foskett - Leading and Managing Education: International Dimensions	9781446221013	http://knowledge.sagepub.com/view/leading-and-managing-education/SAGE.xml	Foskett	leading-and-managing-education				SAGE Publications Ltd	Monograph	28/01/2003	19/06/2012						F
Middlewood - Leading and Managing Extended Schools: Ensuring Every Child Matters	9781446216644	http://knowledge.sagepub.com/view/leading-and-managing-extended-schools/SAGE.xml	Middlewood	leading-and-managing-extended-schools				SAGE Publications Ltd	Monograph	16/02/2009	19/06/2012						F
Bush - Leading and Managing People in Education	9781446215753	http://knowledge.sagepub.com/view/leading-and-managing-people-in-education/SAGE.xml	Bush	leading-and-managing-people-in-education				SAGE Publications Ltd	Monograph	2/03/2005	19/06/2012						F
O'Sullivan - Leading and Managing Schools	9781446288870	http://knowledge.sagepub.com/view/leading-and-managing-schools/SAGE.xml		leading-and-managing-schools				SAGE Publications Ltd	Monograph	11/04/2011	26/12/2013			O'Sullivan			F
"Hickman - Leading Change in Multiple Contexts: Concepts and Practices in Organizational, Community, Political, Social, and Global Change Settings"	9781452274706	http://knowledge.sagepub.com/view/leading-change-in-multiple-contexts/SAGE.xml	Hickman	leading-change-in-multiple-contexts				"SAGE Publications, Inc"	Monograph	15/07/2009	18/01/2013						F
Stanford-Blair - Leading Coherently: Reflections From Leaders Around the World	9781452231099	http://knowledge.sagepub.com/view/leading-coherently/SAGE.xml	Stanford-Blair	leading-coherently				"SAGE Publications, Inc"	Monograph	10/02/2005	19/06/2012						F
Kaden - Leading Edge Marketing Research: 21st-Century Tools and Practices	9781452240558	http://knowledge.sagepub.com/view/leading-edge-marketing-research/SAGE.xml		leading-edge-marketing-research				"SAGE Publications, Inc"	Monograph	9/11/2011	19/06/2012			Kaden			F
Kaser - Leading Every Day: Actions for Effective Leadership (Third Edition)	9781483387895	http://knowledge.sagepub.com/view/leading-every-day/SAGE.xml		leading-every-day				Corwin	Monograph	10/09/2013	24/12/2014		Third Edition	Kaser		227632	F
Gray - Leading Good Schools to Greatness: Mastering What Great Principals Do Well	9781483387338	http://knowledge.sagepub.com/view/leading-good-schools-to-greatness/SAGE.xml	Gray	leading-good-schools-to-greatness				Corwin	Monograph	20/09/2010	19/12/2014						F
Deetz - Leading Organizations through Transition: Communication and Cultural Change	9781452225630	http://knowledge.sagepub.com/view/leading-organizations-through-transition/SAGE.xml	Deetz	leading-organizations-through-transition				"SAGE Publications, Inc"	Monograph	18/11/1999	19/06/2012						F
Sather - Leading Professional Learning Teams: A Start-Up Guide for Improving Instruction	9781483350561	http://knowledge.sagepub.com/view/leading-professional-learning-teams/SAGE.xml	Sather	leading-professional-learning-teams				Corwin	Monograph	1/09/2009	26/12/2013						F
Wise - Leading Professional Practice in Education	9781473915152	http://knowledge.sagepub.com/view/leading-professional-practice-in-education/SAGE.xml	Wise	leading-professional-practice-in-education				SAGE Publications Ltd	Monograph	5/09/2012	22/12/2014						F
Cobb - Leading Project Teams: The Basics of Project Management and Team Leadership (Second Edition)	9781483349169	http://knowledge.sagepub.com/view/leading-project-teams-2e/SAGE.xml	Cobb	leading-project-teams-2e				"SAGE Publications, Inc"	Monograph	6/04/2011	26/12/2013		Second Edition			230309	F
DeLucia-Waack - Leading Psychoeducational Groups for Children and Adolescents	9781452204291	http://knowledge.sagepub.com/view/leading-psychoeducational-groups-for-children-and-adolescents/SAGE.xml	DeLucia-Waack	leading-psychoeducational-groups-for-children-and-adolescents				"SAGE Publications, Inc"	Monograph	3/05/2006	19/06/2012						F
Guthrie - Leading Schools to Success: Constructing and Sustaining High-Performing Learning Cultures	9781452230580	http://knowledge.sagepub.com/view/leading-schools-to-success/SAGE.xml	Guthrie	leading-schools-to-success				"SAGE Publications, Inc"	Monograph	8/12/2010	19/06/2012						F
Burton - Leading the Curriculum in the Primary School	9781446211786	http://knowledge.sagepub.com/view/leading-the-curriculum-in-the-primary-school/SAGE.xml	Burton	leading-the-curriculum-in-the-primary-school				SAGE Publications Ltd	Monograph	28/09/2005	19/06/2012						F
Davies - Leading the Strategically Focused School: Success and Sustainability (Second Edition)	9781446252031	http://knowledge.sagepub.com/view/leading-the-strategically-focused-school-2e/SAGE.xml	Davies	leading-the-strategically-focused-school-2e				SAGE Publications Ltd	Monograph	6/04/2011	19/06/2012		Second Edition			228126	F
"Walsh - Leading Through Quality Questioning: Creating Capacity, Commitment, and Community"	9781452219080	http://knowledge.sagepub.com/view/leading-through-quality-questioning/SAGE.xml		leading-through-quality-questioning				Corwin	Monograph	20/01/2010	19/06/2012			Walsh			F
Huseman - Leading with Knowledge: The Nature of Competition in the 21st Century	9781452220673	http://knowledge.sagepub.com/view/leading-with-knowledge/SAGE.xml	Huseman	leading-with-knowledge				"SAGE Publications, Inc"	Monograph	17/12/1998	19/06/2012						F
"Reeves - Learner-Centered Design: A Cognitive View of Managing Complexity in Product, Information, and Envirommental Design"	9781452233710	http://knowledge.sagepub.com/view/learner-centered-design/SAGE.xml	Reeves	learner-centered-design				"SAGE Publications, Inc"	Monograph	3/09/1999	19/06/2012						F
Cornelius-White - Learner-Centered Instruction: Building Relationships for Student Success	9781483349183	http://knowledge.sagepub.com/view/learner-centered-instruction/SAGE.xml	Cornelius-White	learner-centered-instruction				"SAGE Publications, Inc"	Monograph	13/01/2009	26/12/2013						F
Healy - Learning and Memory of Knowledge and Skills: Durability and Specificity	9781483326887	http://knowledge.sagepub.com/view/learning-and-memory-of-knowledge-and-skills/SAGE.xml		learning-and-memory-of-knowledge-and-skills				"SAGE Publications, Inc"	Monograph	1/11/1994	20/12/2013			Healy			F
Bryan - Learning and Teaching at M-Level: A Guide for Student Teachers	9781446251607	http://knowledge.sagepub.com/view/learning-and-teaching-at-m-level/SAGE.xml	Bryan	learning-and-teaching-at-m-level				SAGE Publications Ltd	Monograph	22/03/2010	19/06/2012						F
Galton - Learning and Teaching in the Primary Classroom	9781446212950	http://knowledge.sagepub.com/view/learning-and-teaching-in-the-primary-classroom/SAGE.xml	Galton	learning-and-teaching-in-the-primary-classroom				SAGE Publications Ltd	Monograph	16/03/2007	19/06/2012						F
Woollard - Learning and Teaching Using ICT in Secondary Schools	9781446278741	http://knowledge.sagepub.com/view/learning-and-teaching-using-ict-in-secondary-schools/SAGE.xml	Woollard	learning-and-teaching-using-ict-in-secondary-schools				SAGE Publications Ltd	Monograph	16/03/2007	20/12/2013						F
Barber - Learning and Teaching with Interactive Whiteboards: Primary and Early Years	9781446278734	http://knowledge.sagepub.com/view/learning-and-teaching-with-interactive-whiteboards/SAGE.xml	Barber	learning-and-teaching-with-interactive-whiteboards				SAGE Publications Ltd	Monograph	19/03/2007	20/12/2013						F
MacMillan - Learning and Writing in Counselling	9781446279847	http://knowledge.sagepub.com/view/learning-and-writing-in-counselling/SAGE.xml	MacMillan	learning-and-writing-in-counselling				SAGE Publications Ltd	Monograph	4/02/1998	20/12/2013						F
Glicken - Learning from Resilient People: Lessons We Can Apply to Counseling and Psychotherapy	9781452232539	http://knowledge.sagepub.com/view/learning-from-resilient-people/SAGE.xml	Glicken	learning-from-resilient-people				"SAGE Publications, Inc"	Monograph	3/05/2006	19/06/2012						F
Riley - Learning in the Early Years 3-7 (Second Edition)	9781446278871	http://knowledge.sagepub.com/view/learning-in-the-early-years-3-7/SAGE.xml		learning-in-the-early-years-3-7				SAGE Publications Ltd	Monograph	26/06/2007	20/12/2013		Second Edition	Riley			F
Richardson - Learning on the Blog: Collected Posts for Educators and Parents	9781452275406	http://knowledge.sagepub.com/view/learning-on-the-blog/SAGE.xml	Richardson	learning-on-the-blog				Corwin	Monograph	16/08/2011	18/01/2013						F
Deakin Crick - Learning Power in Practice: A Guide for Teachers	9780857025548	http://knowledge.sagepub.com/view/learning-power-in-practice/SAGE.xml	Deakin Crick	learning-power-in-practice				SAGE Publications Ltd	Monograph	30/07/2006	19/06/2012						F
Reid - Learning Styles and Inclusion	9781446212523	http://knowledge.sagepub.com/view/learning-styles-and-inclusion/SAGE.xml	Reid	learning-styles-and-inclusion				SAGE Publications Ltd	Monograph	9/09/2005	19/06/2012						F
Sharp - Learning Through Talk in the Early Years: Practical Activities for the Classroom	9781446211915	http://knowledge.sagepub.com/view/learning-through-talk-in-the-early-years/SAGE.xml	Sharp	learning-through-talk-in-the-early-years				SAGE Publications Ltd	Monograph	16/08/2005	19/06/2012						F
de Caluwe - Learning to Change: A Guide for Organization Change Agents	9781452229584	http://knowledge.sagepub.com/view/learning-to-change/SAGE.xml	de Caluwe	learning-to-change				"SAGE Publications, Inc"	Monograph	4/10/2002	19/06/2012						F
Chrispeels - Learning to Lead Together: The Promise and Challenge of Sharing Leadership	9781452232416	http://knowledge.sagepub.com/view/learning-to-lead-together/SAGE.xml		learning-to-lead-together				"SAGE Publications, Inc"	Monograph	5/04/2004	19/06/2012			Chrispeels			F
White - Learning to Listen to Learn: Using Multi-Sensory Teaching for Effective Listening	9781446212639	http://knowledge.sagepub.com/view/learning-to-listen-to-learn/SAGE.xml	White	learning-to-listen-to-learn				SAGE Publications Ltd	Monograph	19/07/2005	19/06/2012						F
Wallace - Learning to Read Critically in Educational Leadership and Management	9781446216576	http://knowledge.sagepub.com/view/learning-to-read-critically-in-educational-leadership-and-management/SAGE.xml		learning-to-read-critically-in-educational-leadership-and-management				SAGE Publications Ltd	Monograph	28/01/2003	19/06/2012			Wallace			F
Gregory - Learning to Read in a New Language: Making Sense of Words and Worlds (Second Edition)	9781446214077	http://knowledge.sagepub.com/view/learning-to-read-in-a-new-language-2e/SAGE.xml	Gregory	learning-to-read-in-a-new-language-2e				SAGE Publications Ltd	Monograph	3/03/2008	19/06/2012		Second Edition			8532	F
Pickup - Learning to Teach Primary PE	9781446278598	http://knowledge.sagepub.com/view/learning-to-teach-primary-pe/SAGE.xml	Pickup	learning-to-teach-primary-pe				SAGE Publications Ltd	Monograph	6/05/2008	20/12/2013						F
Roberts - Learning to Teach Reading (Second Edition)	9781446219058	http://knowledge.sagepub.com/view/learning-to-teach-reading/SAGE.xml	Roberts	learning-to-teach-reading				SAGE Publications Ltd	Monograph	29/04/1999	19/06/2012		Second Edition			8287	F
McNeil - Learning with the Brain in Mind	9781446215937	http://knowledge.sagepub.com/view/learning-with-the-brain-in-mind/SAGE.xml	McNeil	learning-with-the-brain-in-mind				SAGE Publications Ltd	Monograph	18/12/2008	19/06/2012						F
