publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	pkb-piddomain
Préhistoires méditerranéennes	1167-492X	2105-2565	2002	10		2013	4		http://pm.revues.org		pm		fulltext	Première série : vol.10-11, 2002 - vol.14, 2008. Deuxième série : vol.1, 2010 - ... ; supplément 2011	Association pour la promotion de la préhistoire et de l'anthropologie méditerrannéennes	serial							pm.revues.org
Politiques et management public	0758-1726	2119-4831	2008	26	1	2013	30	3	http://pmp.revues.org		pmp	P24M	fulltext		Institut de Management Public	serial							pmp.revues.org
International Development Policy | Revue internationale de politique de développement	1663-9375	1663-9391	2010	1		2015	6	2	http://poldev.revues.org		poldev		fulltext		Institut de hautes études internationales et du développement	serial							poldev.revues.org
Polis	0717-6554	0718-6568	2001	1		2015	42		http://polis.revues.org		polis		fulltext		Centro de Investigación Sociedad y Politicas Públicas (CISPO)	serial							polis.revues.org
Ponto Urbe		1981-3341	2007	1		2015	17		http://pontourbe.revues.org		pontourbe		fulltext		Núcleo de Antropologia Urbana da Universidade de São Paulo	serial							pontourbe.revues.org
Pratiques	0338-2389	2425-2042	2008	137		2015	168		http://pratiques.revues.org		pratiques	P24M	fulltext		Centre de recherche sur les médiations (CREM)	serial							pratiques.revues.org
Cahiers de praxématique	0765-4944	2111-5044	1983	1		2015	64		http://praxematique.revues.org		praxematique	P36M	fulltext	Manquent :  19, 1992 ; 21, 1993 ; 29, 1998; 61, 2013	Presses universitaires de la Méditerranée	serial							praxematique.revues.org
Revue de primatologie		2077-3757	2009	1		2015	6		http://primatologie.revues.org		primatologie		fulltext		Société francophone de primatologie	serial							primatologie.revues.org
Pyramides	1376-098X	2034-9564	2000	1		2013	25		http://pyramides.revues.org		pyramides		fulltext		CERAP - Centre d'études et de recherches en administration publique	serial							pyramides.revues.org
Quaderni di Sociologia	0033-4952	2421-5848	2013		61	2015		68	http://qds.revues.org		qds		fulltext		Rosenberg & Sellier	serial							qds.revues.org
Quaderni	0987-1381	2105-2956	2008	67		2012	79		http://quaderni.revues.org		quaderni	P36M	fulltext		Les éditions de la Maison des sciences de l’Homme	serial							quaderni.revues.org
Quaternaire	1142-2904	1965-0795	2005	16	1	2012	23	4	http://quaternaire.revues.org		quaternaire	P36M	fulltext		Association française pour l’étude du quaternaire	serial							quaternaire.revues.org
Questes	2102-7188	2109-9472	2002	1		2015	31		http://questes.revues.org		questes		fulltext			serial							questes.revues.org
Questions de communication	1633-5961	2259-8901	2002	1		2012	22		http://questionsdecommunication.revues.org		questionsdecommunication	P36M	fulltext		Presses universitaires de Lorraine	serial							questionsdecommunication.revues.org
Questions Vives	1635-4079	1775-433X	2009	11		2015	24		http://questionsvives.revues.org		questionsvives		fulltext		Université Aix-Marseille (AMU)	serial							questionsvives.revues.org
Revue archéologique du centre de la France	0220-6617	1951-6207	2004	43		2015	54		http://racf.revues.org		racf		fulltext		Fédération pour l’édition de la Revue archéologique du centre de la France (FERACF)	serial							racf.revues.org
Revue archéologique de l’Est	1266-7706	1760-7264	2005	54		2014	63		http://rae.revues.org		rae	P12M	fulltext		Société archéologique de l’Est	serial							rae.revues.org
Revue archéologique de l’Ouest	0767-709X	1775-3732	2006	23		2012	29		http://rao.revues.org		rao	P24M	fulltext		Presses universitaires de Rennes	serial							rao.revues.org
Revista Angolana de Sociologia	1646-9860	2312-5195	2011	8		2013	12		http://ras.revues.org		ras		fulltext		Sociedade Angolana de Sociologia	serial							ras.revues.org
Revista Crítica de Ciências Sociais	0254-1106	2182-7435	2002	62		2015	108		http://rccs.revues.org		rccs		fulltext		Centro de Estudos Sociais da Universidade de Coimbra	serial							rccs.revues.org
RCCS Annual Review		1647-3175	2009	1		2015	7		http://rccsar.revues.org		rccsar		fulltext		Centro de Estudos Sociais da Universidade de Coimbra	serial							rccsar.revues.org
Recherches sur Diderot et sur l’Encyclopédie	0769-0886	1955-2416	1998	25		2012	47		http://rde.revues.org		rde	P36M	fulltext		Société Diderot	serial							rde.revues.org
RDST	2110-6460	2271-5649	2010	1		2013	8		http://rdst.revues.org		rdst	P24M	fulltext		ENS Éditions	serial							rdst.revues.org
Regards sur l’économie allemande	1156-8992	1965-0787	2004	65		2012	107		http://rea.revues.org		rea	P36M	fulltext		Centre d’information et de recherche sur l’Allemagne contemporaine - CIRAC	serial							rea.revues.org
Recherche & formation	0988-1824	1968-3936	2006	51		2012	71		http://rechercheformation.revues.org		rechercheformation	P36M	fulltext		ENS Éditions	serial							rechercheformation.revues.org
Recherches & éducations	1969-0622	1760-7760	2002	1		2014	12		http://rechercheseducations.revues.org		rechercheseducations		fulltext	Première série n°1, 2002 - n°15, 2007 ; nouvelle série n°1, 2008 - ... H.S. n°1, n°2, 2011	Société Binet Simon	serial							rechercheseducations.revues.org
Recherches & travaux	0151-1874	1969-6434	2005	67		2013	83		http://recherchestravaux.revues.org		recherchestravaux	P18M	fulltext		Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							recherchestravaux.revues.org
Revista de Estud(i)os sobre Fichte		2258-014X	2010	1		2015	10		http://ref.revues.org		ref		fulltext		EuroPhilosophie Editions	serial							ref.revues.org
Revue de la régulation		1957-7796	2007	1		2015	17		http://regulation.revues.org		regulation		fulltext		Association Recherche & Régulation	serial							regulation.revues.org
Revue d’économie industrielle	0154-3229	1773-0198	2006	113		2012	140		http://rei.revues.org		rei	P36M	fulltext		De Boeck Supérieur	serial							rei.revues.org
Revue européenne des migrations internationales	0765-0752	1777-5418	2002	18	1	2012	28	4	http://remi.revues.org		remi	P36M	fulltext		Université de Poitiers	serial							remi.revues.org
Revue des mondes musulmans et de la Méditerranée	0997-1327	2105-2271	1999	87		2015	138		http://remmm.revues.org		remmm		fulltext		Publications de l’Université de Provence	serial							remmm.revues.org
Repères	1157-1330	2263-5947	2007	36		2016	52		http://reperes.revues.org		reperes		fulltext	H.S. 2013	ENS Éditions	serial							reperes.revues.org
RESET		2264-6221	2012	1		2015	4		http://reset.revues.org		reset		fulltext		Association Recherches en sciences sociales sur Internet	serial							reset.revues.org
ReS Futurae		2264-6949	2012	1		2015	6		http://resf.revues.org		resf		fulltext		Université de Limoges	serial							resf.revues.org
Revue européenne des sciences sociales	0048-8046	1663-4446	2000	38	117	2012	50	2	http://ress.revues.org		ress	P36M	fulltext		Librairie Droz	serial							ress.revues.org
La Revue des droits de l’homme		2264-119X	2012	1		2016	9		http://revdh.revues.org		revdh		fulltext		Centre de recherches et d’études sur les droits fondamentaux	serial							revdh.revues.org
Revus	1581-7652	1855-7112	2003	1		2013	21		http://revus.revues.org		revus	P24M	fulltext		Klub Revus	serial							revus.revues.org
Revue française de civilisation britannique	0248-9015	2429-4373	2014	19	2	2015	20	3	http://rfcb.revues.org		rfcb		fulltext		CRECIB - Centre de recherche et d'études en civilisation britannique	serial							rfcb.revues.org
Revue française de pédagogie	0556-7807	2105-2913	2006	154		2012	181		http://rfp.revues.org		rfp	P36M	fulltext		ENS Éditions	serial							rfp.revues.org
Revue française des sciences de l’information et de la communication		2263-0856	2012	1		2016	8		http://rfsic.revues.org		rfsic		fulltext		Société Française de Sciences de l’Information et de la Communication	serial							rfsic.revues.org
Journal of Alpine research/Revue de géographie alpine	0035-1121	1760-7426	2007	95	1	2015	103	3	http://rga.revues.org		rga		fulltext		Association pour la diffusion de la recherche alpine	serial							rga.revues.org
Revue géographique de l’Est	0035-3213	2108-6478	1999	39	1	2015	55	4	http://rge.revues.org		rge		fulltext		Association des géographes de l’Est	serial							rge.revues.org
Revue germanique internationale	1253-7837	1775-3988	1994	1		2012	16		http://rgi.revues.org		rgi	P36M	fulltext	Première série n°1, 1994 - n°22, 2004 ; nouvelle série n°1-2, 2005 - ...	CNRS Éditions	serial							rgi.revues.org
Revue d’histoire du XIXe siècle	1265-1354	1777-5329	2001	23		2012	45		http://rh19.revues.org		rh19	P36M	fulltext	Notes : Complet : 1, 1985. Incomplet : 19, 1999 ; 20-21, 2000 ; 22, 2001. Sommaire uniquement : 2, 1986 - 18, 1999	La Société de 1848	serial							rh19.revues.org
Revue historique des armées	0035-3299	1965-0779	2006	242		2014	274		http://rha.revues.org		rha		fulltext		Service historique de la Défense	serial							rha.revues.org
Revue d’histoire des chemins de fer	0996-9403	1775-4224	2003	26		2013	44		http://rhcf.revues.org		rhcf	P24M	fulltext		Association pour l’histoire des chemins de fer	serial							rhcf.revues.org
Revue d’histoire de l’enfance « irrégulière »	1287-2431	1777-540X	1998	1		2013	15		http://rhei.revues.org		rhei	P24M	fulltext		Presses universitaires de Rennes	serial							rhei.revues.org
Exercices de rhétorique		2270-6909	2013	1		2016	6		http://rhetorique.revues.org		rhetorique		fulltext		Ellug / Éditions littéraires et linguistiques de l’université de Grenoble	serial							rhetorique.revues.org
Revue de l’histoire des religions	0035-1423	2105-2573	2005	2005	1	2012	2012	4	http://rhr.revues.org		rhr	P36M	fulltext		Armand Colin	serial							rhr.revues.org
Revue italienne d’études françaises		2240-7456	2013	3		2015	5		http://rief.revues.org		rief		fulltext		Seminario di filologia francese	serial							rief.revues.org
Revue internationale d'éducation de Sèvres	1254-4590	2261-4265	1994	1		2013	64		http://ries.revues.org		ries	P36M	fulltext		Centre international d'études pédagogiques	serial							ries.revues.org
Revue internationale de pédagogie de l’enseignement supérieur	0383-0802	2076-8427	2009	25	1	2016	32	1	http://ripes.revues.org		ripes		fulltext		Association internationale de pédagogie universitaire	serial							ripes.revues.org
Rives méditerranéennes	2103-4001	2119-4696	1998	1		2012	43		http://rives.revues.org		rives	P36M	fulltext	Jeunes chercheurs : 1998-2012	TELEMME - UMR 6570	serial							rives.revues.org
Recherches linguistiques de Vincennes	0986-6124	1958-9239	1999	28		2012	41		http://rlv.revues.org		rlv	P36M	fulltext		Presses universitaires de Vincennes	serial							rlv.revues.org
Revue de recherche en civilisation américaine		2101-048X	2009	1		2015	5		http://rrca.revues.org		rrca		fulltext	HS : 1, 2009 ; 2, 2014	David Diallo	serial							rrca.revues.org
Recherches sociologiques et anthropologiques	1782-1592	2033-7485	2006	37	1	2015	46	2	http://rsa.revues.org		rsa		fulltext		Unité d'anthropologie et de sociologie de l'Université catholique de Louvain	serial							rsa.revues.org
Revue Sciences/Lettres		2271-6246	2013	1		2016	4		http://rsl.revues.org		rsl		fulltext		Éditions Rue d'Ulm	serial							rsl.revues.org
Revue des sciences religieuses	0035-2217	2259-0285	2005	79	3	2014	88	2	http://rsr.revues.org		rsr	P24M	fulltext	Numéros manquants mis en ligne prochainement	Faculté de théologie catholique de Strasbourg	serial							rsr.revues.org
Ruralia	1280-374X	1777-5434	1997	1		2007	21		http://ruralia.revues.org		ruralia		fulltext		Association des ruralistes français	serial							ruralia.revues.org
Rursus		1951-669X	2006	1		2012	8		http://rursus.revues.org		rursus		fulltext		Université Nice-Sophia Antipolis	serial							rursus.revues.org
Bulletin de la Sabix		2114-2130	1987	1		2014	54		http://sabix.revues.org		sabix		fulltext		Société des amis de la bibliothèque et de l’histoire de l’École polytechnique (SABIX)	serial							sabix.revues.org
South Asia Multidisciplinary Academic Journal		1960-6060	2007	1		2016	13		http://samaj.revues.org		samaj		fulltext		Association pour la recherche sur l'Asie du Sud (ARAS)	serial							samaj.revues.org
S.A.P.I.EN.S	1993-3800	1993-3819	2008	1	1	2014	7	2	http://sapiens.revues.org		sapiens		fulltext		Institut Veolia Environnement	serial							sapiens.revues.org
Sciences du jeu		2269-2657	2013	1		2016	5		http://sdj.revues.org		sdj		fulltext		Laboratoire EXPERICE - Centre de Recherche Interuniversitaire Expérience Ressources Culturelles Education	serial							sdj.revues.org
Sciences de la société	1168-1446	2275-2145	2010	81		2014	92		http://sds.revues.org		sds		fulltext		Presses universitaires du Midi	serial							sds.revues.org
Sociétés et jeunesses en difficulté		1953-8375	2006	1		2011	12		http://sejed.revues.org		sejed		fulltext	H.S. 2010	École nationale de protection judiciaire de la jeunesse	serial							sejed.revues.org
Semen	0761-2990	1957-780X	1983	1		2015	40		http://semen.revues.org		semen		fulltext	Manque vol.6-7, 1993	Presses universitaires de Franche-Comté	serial							semen.revues.org
Actes des congrès de la Société française Shakespeare		2271-6424	1980	1		2016	34		http://shakespeare.revues.org		shakespeare		fulltext		Société Française Shakespeare	serial							shakespeare.revues.org
Siècles	1266-6726	2275-2129	2002	16		2015	41		http://siecles.revues.org		siecles		fulltext		"Centre d'Histoire ""Espaces et Cultures"""	serial							siecles.revues.org
Sillages critiques	1272-3819	1969-6302	2004	6		2015	19		http://sillagescritiques.revues.org		sillagescritiques		fulltext	Autre numéro : 1, 2000 ; 2, 2001.	Centre de recherches « Texte et critique du texte »	serial							sillagescritiques.revues.org
Schweizerisches Jahrbuch für Entwicklungspolitik	1660-5926	1663-9677	1981	1		2008	27	2	http://sjep.revues.org		sjep		fulltext		Institut de hautes études internationales et du développement	serial							sjep.revues.org
Slavica bruxellensia		2034-6395	2008	1		2015	11		http://slavica.revues.org		slavica		fulltext		Université libre de Bruxelles - ULB	serial							slavica.revues.org
Socio	2266-3134	2425-2158	2013	1		2015	5		http://socio.revues.org		socio		fulltext		Les éditions de la Maison des sciences de l’Homme	serial							socio.revues.org
Socio-anthropologie	1276-8707	1773-018X	1997	1		2014	29		http://socio-anthropologie.revues.org		socio-anthropologie	P12M	fulltext		Publications de la Sorbonne	serial							socio-anthropologie.revues.org
Socio-logos		1950-6724	2006	1		2015	11		http://socio-logos.revues.org		socio-logos		fulltext		Association française de sociologie	serial							socio-logos.revues.org
Forum Sociológico	0872-8380	2182-7427	2008	18		2015	26		http://sociologico.revues.org		sociologico		fulltext		CesNova – Centros de Estudos de Sociologia da Universidade Nova de Lisboa	serial							sociologico.revues.org
Sociologie		2108-6915	2010						http://sociologie.revues.org		sociologie	P12M	fulltext	Annexes et sources sur Revues.org ; Articles sur Cairn	Presses universitaires de France	serial							sociologie.revues.org
SociologieS		1992-2655	2006			2015			http://sociologies.revues.org		sociologies		fulltext		Association internationale des sociologues de langue française (AISLF)	serial							sociologies.revues.org
Sud-Ouest européen	1276-4930	2273-0257	2011	31		2014	37		http://soe.revues.org		soe		fulltext		Presses universitaires du Midi	serial							soe.revues.org
Systèmes de pensée en Afrique noire	0294-7080	2268-1558	1975	1		2008	18		http://span.revues.org		span		fulltext		École pratique des hautes études. Sciences humaines	serial							span.revues.org
Sociologia, Problemas e Práticas	0873-6529	2182-7907	2010	64		2016	80		http://spp.revues.org		spp		fulltext		Mundos Sociais	serial							spp.revues.org
Strates	0768-8067	1777-5442	1989	4		2008	15		http://strates.revues.org		strates	P8M	fulltext	H.S. 2002	Laboratoire Ladyss	serial							strates.revues.org
Strenae		2109-9081	2010	1		2016	10		http://strenae.revues.org		strenae		fulltext		Association Française de Recherche sur les Livres et les Objets Culturels de l’Enfance (AFRELOCE)	serial							strenae.revues.org
Studi Francesi	0039-2944	2421-5856	2014	172		2015	175		http://studifrancesi.revues.org		studifrancesi	P12M	fulltext		Rosenberg & Sellier	serial							studifrancesi.revues.org
Syntaktika	1148-2656	2272-6187	2011	40		2013	45		http://syntaktika.revues.org		syntaktika		fulltext		UMR 5189 - HISoMA	serial							syntaktika.revues.org
Techniques & culture	0248-6016	1952-420X	2001	35		2012	59		http://tc.revues.org		tc	P36M	fulltext		Les éditions de la Maison des sciences de l’Homme	serial							tc.revues.org
Territoire en mouvement	1954-4863	1950-5698	2006	1		2015	28		http://tem.revues.org		tem		fulltext	Première série : n°1, 2006 - n°1, 2008. Deuxième série avec nouvelle numérotation : n°10, 2011 - ...	Université des Sciences et Technologies de Lille	serial							tem.revues.org
Témoigner. Entre histoire et mémoire	2031-4183	2506-6390	2013	115		2014	117		http://temoigner.revues.org		temoigner	P12M	fulltext		Éditions Kimé, Éditions du Centre d'études et de documentation Mémoire d'Auschwitz	serial							temoigner.revues.org
Temporalités	1777-9006	2102-5878	2004	1		2015	22		http://temporalites.revues.org		temporalites		fulltext		ADR Temporalités	serial							temporalites.revues.org
Téoros	0712-8657	1923-2705	2003	22	1	2014	33	2	http://teoros.revues.org		teoros		fulltext	vol.14, n°2, 1995 ; vol.16, n°3, 1997 ; H.S. vol.1, 2012	Presses de l'Université du Québec	serial							teoros.revues.org
Terminal	0997-5551	2429-4578	2012	110		2015	117		http://terminal.revues.org		terminal		fulltext		CREIS-Terminal	serial							terminal.revues.org
Terra Brasilis	1519-1265	2316-7793	2000	1		2015	6		http://terrabrasilis.revues.org		terrabrasilis		fulltext	Première série : n°1, 2000 - n°7-8-9, 2007. Nouvelle série avec nouvelle numérotation : n°1, 2012 -...	Laboratório de Geografia Política - Universidade de São Paulo, Rede Brasileira de História da Geografia e Geografia Histórica	serial							terrabrasilis.revues.org
Terrain	0760-5668	1777-5450	1983	1		2015	65		http://terrain.revues.org		terrain		fulltext		Les éditions de la Maison des sciences de l’Homme, Ministère de la culture	serial							terrain.revues.org
Terrains/Théories		2427-9188	2015	1		2015	3		http://teth.revues.org		teth		fulltext		Presses universitaires de Paris-Ouest	serial							teth.revues.org
Textyles	0776-0116	2295-2667	1988	5		2015	47		http://textyles.revues.org		textyles		fulltext	H.S. n°1, 1993 ; n°2, 1997	Le Cri	serial							textyles.revues.org
Travail et formation en éducation		1760-8597	2008	1		2011	8		http://tfe.revues.org		tfe		fulltext		UMR ADEF P3	serial							tfe.revues.org
ThéoRèmes		1664-0136	2011	1		2015	7		http://theoremes.revues.org		theoremes		fulltext		Institut romand de systématique et d’éthique	serial							theoremes.revues.org
Tic & société		1961-9510	2007	1	1	2015	9	2	http://ticetsociete.revues.org		ticetsociete		fulltext		Association ARTIC	serial							ticetsociete.revues.org
TIPA. Travaux interdisciplinaires sur la parole et le langage		2264-7082	2008	27		2015	31		http://tipa.revues.org		tipa		fulltext		Publications de l’Université de Provence	serial							tipa.revues.org
Mondes du tourisme	2109-5671	2492-7503	2010	1		2014	10		http://tourisme.revues.org		tourisme		fulltext		Éditions touristiques européennes	serial							tourisme.revues.org
Trace	0185-6286	2007-2392	2007	51		2016	69		http://trace.revues.org		trace		fulltext		CEMCA	serial							trace.revues.org
Tracés	1763-0061	1963-1812	2002	1		2012	23		http://traces.revues.org		traces	P36M	fulltext	H.S. vol.8, 2008 - H.S. vol.12, 2012	ENS Éditions	serial							traces.revues.org
Traduire	0395-773X	2272-9992	2009	220		2013	229		http://traduire.revues.org		traduire	P24M	fulltext		Société française des traducteurs	serial							traduire.revues.org
Trajectoires		1961-9057	2007	1		2015	9		http://trajectoires.revues.org		trajectoires		fulltext		CIERA - Centre interdisciplinaire d'études et de recherches sur l'Allemagne	serial							trajectoires.revues.org
TRANS-		1778-3887	2005	1		2015	19		http://trans.revues.org		trans		fulltext		Presses Sorbonne Nouvelle	serial							trans.revues.org
Transatlantica		1765-2766	2001	2001	1	2015	2015	1	http://transatlantica.revues.org		transatlantica		fulltext		AFEA - Association française d'études américaines	serial							transatlantica.revues.org
Transcontinentales	1950-1684	1775-397X	2005	1		2012	13		http://transcontinentales.revues.org		transcontinentales		fulltext		​Editions de la maison des sciences de l'homme	serial							transcontinentales.revues.org
Transposition		2110-6134	2011	1		2015	5		http://transposition.revues.org		transposition		fulltext		CRAL - Centre de recherche sur les arts et le langage	serial							transposition.revues.org
Transtext(e)s Transcultures	1771-2084	2105-2549	2006	1		2014	9		http://transtexts.revues.org		transtexts		fulltext		Gregory B. Lee	serial							transtexts.revues.org
Travail et emploi	0224-4365	1775-416X	2006	108		2012	132		http://travailemploi.revues.org		travailemploi	P36M	fulltext		DARES (Direction de l’animation de la recherche des études et des statistiques). Ministère du travail de la solidarité et de la fonction publique	serial							travailemploi.revues.org
Tréma	1167-315X	2107-0997	1992	1		2013	39		http://trema.revues.org		trema	P24M	fulltext	H.S. 1997	IUFM de l’Académie de Montpellier	serial							trema.revues.org
Trivium		1963-1820	2008	1		2015	20		http://trivium.revues.org		trivium		fulltext		Les éditions de la Maison des sciences de l’Homme	serial							trivium.revues.org
TV/Series		2266-0909	2013	3		2015	8		http://tvseries.revues.org		tvseries		fulltext		GRIC - Groupe de recherche Identités et Cultures	serial							tvseries.revues.org
Cahiers de l’Urmis	1287-471X	1773-021X	1995	1		2014	15		http://urmis.revues.org		urmis		fulltext		Urmis-UMR 7032	serial							urmis.revues.org
Variations		1968-3960	2006	8		2016	19		http://variations.revues.org		variations		fulltext		Les amis de Variations	serial							variations.revues.org
VertigO - la revue électronique en sciences de l’environnement		1492-8442	2000	1	1	2015	15	3	http://vertigo.revues.org		vertigo		fulltext	H.S. vol.1, 2003 - vol.23, 2015	Les Éditions en environnement VertigO	serial							vertigo.revues.org
Vibrant		1809-4341	2013	10	1	2014	10	2	http://vibrant.revues.org		vibrant		fulltext		Associação Brasileira de Antropologia	serial							vibrant.revues.org
Volume !	2117-4148	1950-568X	2002	1	1	2012	9	2	http://volume.revues.org		volume	P36M	fulltext		Association Mélanie Seteun	serial							volume.revues.org
Yod	0338-9316	2261-0200	2009	14		2015	20		http://yod.revues.org		yod		fulltext		INALCO	serial							yod.revues.org
Zeitschrift für junge Religionswissenschaft		1862-5886	2012	7		2015	10		http://zjr.revues.org		zjr		fulltext			serial							zjr.revues.org
