publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
E. coliGene Expression Protocols	978-1-58829-008-3	978-1-59259-301-9							http://link.springer.com/10.1385/1592593011		10.1385/1592593011		fulltext		Humana Press	Monograph	2003		205		Vaillancourt	7651	
ELISA	978-0-89603-279-8	978-1-59259-529-7							http://link.springer.com/10.1385/0896032795		10.1385/0896032795		fulltext		Humana Press	Monograph	1995		42		Crowther	7651	
Eicosanoid Protocols	978-0-89603-667-3	978-1-59259-263-0							http://link.springer.com/10.1385/1592592635		10.1385/1592592635		fulltext		Humana Press	Monograph	1999		120		Lianos	7651	
Electrochemotherapy, Electrogenetherapy, and Transdermal Drug Delivery	978-0-89603-606-2	978-1-59259-080-3							http://link.springer.com/10.1385/1592590802		10.1385/1592590802		fulltext		Humana Press	Monograph	2000		37		Jaroszeski	7652	
Electron Microscopy Methods and Protocols	978-0-89603-640-6	978-1-59259-201-2							http://link.springer.com/10.1385/1592592015		10.1385/1592592015		fulltext		Humana Press	Monograph	1999		117		Nasser Hajibagheri	7651	
Electroporation Protocols for Microorganisms	978-0-89603-310-8	978-1-59259-534-1							http://link.springer.com/10.1385/0896033104		10.1385/0896033104		fulltext		Humana Press	Monograph	1995		47		Nickoloff	7651	
Embryonic Stem Cells	978-0-89603-881-3	978-1-59259-241-8							http://link.springer.com/10.1385/1592592414		10.1385/1592592414		fulltext		Springer New York	Monograph	2002		185		Turksen	7651	
Environmental Microbiology	978-1-58829-116-5	978-1-59259-765-9							http://link.springer.com/10.1385/1592597653		10.1385/1592597653		fulltext		Humana Press	Monograph	2004		16		Walker	7650	
Environmental Monitoring of Bacteria	978-0-89603-566-9	978-1-59259-487-0							http://link.springer.com/10.1385/0896035662		10.1385/0896035662		fulltext		Humana Press	Monograph	1999		12		Edwards	7650	
Enzymatic Analysis	978-0-89603-238-5	978-1-60327-407-4							http://link.springer.com/10.1007/978-1-60327-407-4	Passonneau	10.1007/978-1-60327-407-4		fulltext		Humana Press	Monograph	1993						
Enzyme and Microbial Biosensors	978-0-89603-410-5	978-1-59259-484-9							http://link.springer.com/10.1385/0896034100		10.1385/0896034100		fulltext		Humana Press	Monograph	1998		6		Mulchandani	7650	
Enzymes in Nonaqueous Solvents	978-0-89603-929-2	978-1-59259-112-1							http://link.springer.com/10.1385/1592591124		10.1385/1592591124		fulltext		Humana Press	Monograph	2001		15		Vulfson	7650	
Enzymes of Molecular Biology	978-0-89603-322-1	978-1-59259-503-7							http://link.springer.com/10.1385/0896032345		10.1385/0896032345		fulltext		Humana Press	Monograph	1993		16		Burrell	7651	
Epigenetics Protocols	978-1-58829-336-7	978-1-59259-828-1							http://link.springer.com/10.1385/1592598285		10.1385/1592598285		fulltext		Humana Press	Monograph	2004		287		Tollefsbol	7651	
Epithelial Cell Culture Protocols	978-0-89603-893-6	978-1-59259-185-5							http://link.springer.com/10.1385/159259185X		10.1385/159259185X		fulltext		Humana Press	Monograph	2002		188		Wise	7651	
Epitope Mapping Protocols	978-0-89603-375-7	978-1-59259-552-5							http://link.springer.com/10.1385/0896033759		10.1385/0896033759		fulltext		Humana Press	Monograph	1996		66		Morris	7651	
Epstein-Barr Virus Protocols	978-0-89603-690-1	978-1-59259-227-2							http://link.springer.com/10.1385/1592592279		10.1385/1592592279		fulltext		Humana Press	Monograph	2001		174		Wilson	7651	
Experiments in Molecular Biology	978-0-89603-082-4	978-1-60327-405-0							http://link.springer.com/10.1007/978-1-60327-405-0		10.1007/978-1-60327-405-0		fulltext		Humana Press	Monograph	1986				Slater		
Extracellular Matrix Protocols	978-0-89603-624-6	978-1-59259-063-6							http://link.springer.com/10.1385/1592590632		10.1385/1592590632		fulltext		Humana Press	Monograph	2000		139		Streuli	7651	
Flavoprotein Protocols	978-0-89603-734-2	978-1-59259-266-1							http://link.springer.com/10.1385/159259266X		10.1385/159259266X		fulltext		Humana Press	Monograph	1999		131		Chapman	7651	
Flow Cytometry Protocols	978-0-89603-354-2	978-1-59259-214-2							http://link.springer.com/10.1385/0896033546		10.1385/0896033546		fulltext		Humana Press	Monograph	1998		91		Jaroszeski	7651	
Flow Cytometry Protocols	978-1-58829-234-6	978-1-59259-773-4							http://link.springer.com/10.1385/1592597734		10.1385/1592597734		fulltext		Humana Press	Monograph	2004		263	Second Edition	Hawley	7651	
Food Microbiology Protocols	978-0-89603-867-7	978-1-59259-029-2							http://link.springer.com/10.1385/1592590292		10.1385/1592590292		fulltext		Humana Press	Monograph	2001		14		Spencer	7650	
Forensic DNA Profiling Protocols	978-0-89603-443-3	978-1-59259-204-3							http://link.springer.com/10.1385/0896034437		10.1385/0896034437		fulltext		Humana Press	Monograph	1998		98		Lincoln	7651	
Free Radical and Antioxidant Protocols	978-0-89603-472-3	978-1-59259-254-8							http://link.springer.com/10.1385/0896034720		10.1385/0896034720		fulltext		Humana Press	Monograph	1998		108		Armstrong	7651	
Functional Genomics	978-1-58829-291-9	978-1-59259-364-4							http://link.springer.com/10.1385/159259364X		10.1385/159259364X		fulltext		Humana Press	Monograph	2003		224		Brownstein	7651	
G Protein Methods and Protocols	978-0-89603-490-7	978-1-59259-636-2							http://link.springer.com/10.1385/0896034909		10.1385/0896034909		fulltext		Humana Press	Monograph	1997		31		Mishra	7657	
G Protein Signaling	978-1-58829-137-0	978-1-59259-430-6							http://link.springer.com/10.1385/1592594301		10.1385/1592594301		fulltext		Humana Press	Monograph	2004		237		Smrcka	7651	
GTPase Protocols	978-0-89603-934-6	978-1-59259-281-4							http://link.springer.com/10.1385/1592592813		10.1385/1592592813		fulltext		Springer New York	Monograph	2002		189		Manser	7651	
Gene Delivery to Mammalian Cells	978-1-58829-086-1	978-1-59259-649-2							http://link.springer.com/10.1385/1592596495		10.1385/1592596495		fulltext		Humana Press	Monograph	2004		245		Heiser	7651	
Gene Delivery to Mammalian Cells	978-1-58829-095-3	978-1-59259-650-8							http://link.springer.com/10.1385/1592596509		10.1385/1592596509		fulltext		Humana Press	Monograph	2004		246		Heiser	7651	
Gene Expression Profiling	978-1-58829-220-9	978-1-59259-751-2							http://link.springer.com/10.1385/1592597513		10.1385/1592597513		fulltext		Humana Press	Monograph	2004		258		Shimkets	7651	
Gene Isolation and Mapping Protocols	978-0-89603-482-2	978-1-59259-554-9							http://link.springer.com/10.1385/0896034828		10.1385/0896034828		fulltext		Humana Press	Monograph	1997		68		Boultwood	7651	
Gene Knockout Protocols	978-0-89603-572-0	978-1-59259-220-3							http://link.springer.com/10.1385/1592592201		10.1385/1592592201		fulltext		Humana Press	Monograph	2001		158		Tymms	7651	
Gene Probes	978-0-89603-885-1	978-1-59259-238-8							http://link.springer.com/10.1385/1592592384		10.1385/1592592384		fulltext		Humana Press	Monograph	2002		179		Muro	7651	
Gene Targeting Protocols	978-0-89603-360-3	978-1-59259-215-9							http://link.springer.com/10.1385/1592592155		10.1385/1592592155		fulltext		Humana Press	Monograph	2000		133		Kmiec	7651	
Gene Therapy Protocols	978-0-89603-484-6	978-1-59259-591-4							http://link.springer.com/10.1385/0896034844		10.1385/0896034844		fulltext		Humana Press	Monograph	1997		7		Robbins	7652	
Gene Therapy Protocols	978-0-89603-723-6	978-1-59259-141-1							http://link.springer.com/10.1385/1592591418		10.1385/1592591418		fulltext		Springer New York	Monograph	2002		69	2nd Edition	Morgan	7652	
Gene Therapy of Cancer	978-0-89603-714-4	978-1-59259-086-5							http://link.springer.com/10.1385/1592590861		10.1385/1592590861		fulltext		Humana Press	Monograph	2000		35		Walther	7652	
Gene Transfer and Expression Protocols	978-0-89603-178-4	978-1-59259-494-8							http://link.springer.com/10.1385/0896031780		10.1385/0896031780		fulltext		Humana Press	Monograph	1991		7		Murray	7651	
General Neurochemical Techniques	978-0-89603-075-6	978-1-59259-606-5							http://link.springer.com/10.1385/089603075x		10.1385/089603075x		fulltext		Humana Press	Monograph	1985		1		Boulton	7657	
Generation of cDNA Libraries	978-1-58829-066-3	978-1-59259-359-0							http://link.springer.com/10.1385/1592593593		10.1385/1592593593		fulltext		Humana Press	Monograph	2003		221		Ying	7651	
Genetic Recombination	978-1-58829-236-0	978-1-59259-761-1							http://link.springer.com/10.1385/1592597610		10.1385/1592597610		fulltext		Humana Press	Monograph	2004		262		Waldman	7651	
Genomic Imprinting	978-0-89603-741-0	978-1-59259-211-1							http://link.springer.com/10.1385/1592592112		10.1385/1592592112		fulltext		Humana Press	Monograph	2002		181		Ward	7651	
Genomics Protocols	978-0-89603-774-8	978-1-59259-235-7							http://link.springer.com/10.1385/159259235X		10.1385/159259235X		fulltext		Humana Press	Monograph	2001		175		Starkey	7651	
Genomics, Proteomics, and Clinical Bacteriology	978-1-58829-218-6	978-1-59259-763-5							http://link.springer.com/10.1385/1592597637		10.1385/1592597637		fulltext		Humana Press	Monograph	2004		266		Woodford	7651	
Germ Cell Protocols	978-1-58829-121-9	978-1-59259-744-4							http://link.springer.com/10.1385/1592597440		10.1385/1592597440		fulltext		Humana Press	Monograph	2004		253		Schatten	7651	
Germ Cell Protocols	978-1-58829-257-5	978-1-59259-741-3							http://link.springer.com/10.1385/1592597416		10.1385/1592597416		fulltext		Humana Press	Monograph	2004		254		Schatten	7651	
Glycoanalysis Protocols	978-0-89603-355-9	978-1-59259-562-4							http://link.springer.com/10.1385/0896033554		10.1385/0896033554		fulltext		Humana Press	Monograph	1998		76	Second Edition	Hounsell	7651	
Glycoprotein Analysis in Biomedicine	978-0-89603-226-2	978-1-59259-501-3							http://link.springer.com/10.1385/0896032264		10.1385/0896032264		fulltext		Humana Press	Monograph	1993		14		Hounsell	7651	
Glycoprotein Methods and Protocols	978-0-89603-720-5	978-1-59259-048-3							http://link.springer.com/10.1385/1592590489		10.1385/1592590489		fulltext		Humana Press	Monograph	2000		125		Corfield	7651	
Green Fluorescent Protein	978-0-89603-905-6	978-1-59259-280-7							http://link.springer.com/10.1385/1592592805		10.1385/1592592805		fulltext		Humana Press	Monograph	2002		183		Hicks	7651	
HIV Protocols	978-0-89603-369-6	978-1-59259-601-0							http://link.springer.com/10.1385/0896033694		10.1385/0896033694		fulltext		Humana Press	Monograph	1999		17		Michael	7652	
HPLC of Peptides and Proteins	978-0-89603-977-3	978-1-59259-742-0							http://link.springer.com/10.1385/1592597424		10.1385/1592597424		fulltext		Springer New York	Monograph	2004		251		Aguilar	7651	
Haemophilus influenzae Protocols	978-0-89603-928-5	978-1-59259-321-7							http://link.springer.com/10.1385/1592593216		10.1385/1592593216		fulltext		Humana Press	Monograph	2003		71		Herbert	7652	
Helicobacter pylori Protocols	978-0-89603-381-8	978-1-59259-592-1							http://link.springer.com/10.1385/0896033813		10.1385/0896033813		fulltext		Humana Press	Monograph	1997		8		Clayton	7652	
Hematologic Malignancies	978-0-89603-543-0	978-1-59259-074-2							http://link.springer.com/10.1385/1592590748		10.1385/1592590748		fulltext		Humana Press	Monograph	2001		55		Faguet	7652	
Hematopoietic Stem Cell Protocols	978-0-89603-812-7	978-1-59259-140-4							http://link.springer.com/10.1385/159259140X		10.1385/159259140X		fulltext		Humana Press	Monograph	2002		63		Klug	7652	
Heme, Chlorophyll, and Bilins	978-1-58829-111-0	978-1-59259-243-2							http://link.springer.com/10.1385/1592592430		10.1385/1592592430		fulltext		Humana Press	Monograph	2002				Smith		
Hemoglobin Disorders	978-0-89603-962-9	978-1-59259-373-6							http://link.springer.com/10.1385/1592593739		10.1385/1592593739		fulltext		Humana Press	Monograph	2003		82		Nagel	7652	
Hemostasis and Thrombosis Protocols	978-0-89603-419-8	978-1-59259-248-7							http://link.springer.com/10.1385/1592592481		10.1385/1592592481		fulltext		Humana Press	Monograph	1999		31		Perry	7652	
Hepatitis B and D Protocols	978-1-58829-105-9	978-1-59259-669-0							http://link.springer.com/10.1385/159259669X		10.1385/159259669X		fulltext		Humana Press	Monograph	2004		95		Hamatake	7652	
Hepatitis B and D Protocols	978-1-58829-108-0	978-1-59259-670-6							http://link.springer.com/10.1385/1592596703		10.1385/1592596703		fulltext		Humana Press	Monograph	2004		96		Hamatake	7652	
Hepatitis C Protocols	978-0-89603-521-8	978-1-59259-260-9							http://link.springer.com/10.1385/0896035212		10.1385/0896035212		fulltext		Humana Press	Monograph	1998		19		Lau	7652	
Hepatocellular Carcinoma	978-0-89603-785-4	978-1-59259-079-7							http://link.springer.com/10.1385/1592590799		10.1385/1592590799		fulltext		Humana Press	Monograph	2000		45		Habib	7652	
Herpes Simplex Virus Protocols	978-0-89603-347-4	978-1-59259-594-5							http://link.springer.com/10.1385/0896033473		10.1385/0896033473		fulltext		Humana Press	Monograph	1998		10		Brown	7652	
High Throughput Screening	978-0-89603-889-9	978-1-59259-180-0							http://link.springer.com/10.1385/1592591809		10.1385/1592591809		fulltext		Humana Press	Monograph	2002		190		Janzen	7651	
Human Airway Inflammation	978-0-89603-923-0	978-1-59259-151-0							http://link.springer.com/10.1385/1592591515		10.1385/1592591515		fulltext		Humana Press	Monograph	2001		56		Rogers	7652	
Human Cell Culture Protocols	978-0-89603-335-1	978-1-59259-586-0							http://link.springer.com/10.1385/089603335X		10.1385/089603335X		fulltext		Humana Press	Monograph	1996		2		Jones	7652	
Imaging and Correlative Physicochemical Techniques	978-0-89603-116-6	978-1-59259-613-3							http://link.springer.com/10.1385/0896031160		10.1385/0896031160		fulltext		Humana Press	Monograph	1988		8		Boulton	7657	
Immobilization of Enzymes and Cells	978-0-89603-386-3	978-1-59259-481-8							http://link.springer.com/10.1385/0896033864		10.1385/0896033864		fulltext		Humana Press	Monograph	1997		1		Bickerstaff	7650	
Immunochemical Protocols	978-0-89603-204-0	978-1-59259-497-9							http://link.springer.com/10.1385/0896032043		10.1385/0896032043		fulltext		Humana Press	Monograph	1992		10		Manson	7651	
Immunochemical Protocols	978-0-89603-493-8	978-1-59259-257-9							http://link.springer.com/10.1007/978-1-59259-257-9		10.1007/978-1-59259-257-9		fulltext		Humana Press	Monograph	1998		80	Second Edition	Pound	7651	
Immunocytochemical Methods and Protocols	978-0-89603-285-9	978-1-59259-521-1							http://link.springer.com/10.1385/089603285X		10.1385/089603285X		fulltext		Humana Press	Monograph	1995		34		Javois	7651	
Immunocytochemical Methods and Protocols	978-0-89603-813-4	978-1-59259-213-5							http://link.springer.com/10.1385/1592592139		10.1385/1592592139		fulltext		Humana Press	Monograph	1999		115	Second Edition	Javois	7651	
Immunotoxin Methods and Protocols	978-0-89603-775-5	978-1-59259-114-5							http://link.springer.com/10.1385/1592591140		10.1385/1592591140		fulltext		Humana Press	Monograph	2001		166		Hall	7651	
In Situ Detection of DNA Damage	978-0-89603-952-0	978-1-59259-179-4							http://link.springer.com/10.1385/1592591795		10.1385/1592591795		fulltext		Humana Press	Monograph	2002		203		Didenko	7651	
In Situ Hybridization Protocols	978-0-89603-280-4	978-1-59259-520-4							http://link.springer.com/10.1385/0896032809		10.1385/0896032809		fulltext		Humana Press	Monograph	1995		33		Choo	7651	
In Situ Hybridization Protocols	978-0-89603-686-4	978-1-59259-677-5							http://link.springer.com/10.1385/1592596770		10.1385/1592596770		fulltext		Humana Press	Monograph	2000		123	Second Edition	Darby	7651	
In Vitro Mutagenesis Protocols	978-0-89603-332-0	978-1-59259-544-0							http://link.springer.com/10.1385/0896033325		10.1385/0896033325		fulltext		Humana Press	Monograph	1996		57		Trower	7651	
In Vitro Mutagenesis Protocols	978-0-89603-910-0	978-1-59259-194-7							http://link.springer.com/10.1385/1592591949		10.1385/1592591949		fulltext		Humana Press	Monograph	2002		182	Second Edition	Braman	7651	
In Vitro Neurochemical Techniques	978-0-89603-509-6	978-1-59259-639-3							http://link.springer.com/10.1385/0896035093		10.1385/0896035093		fulltext		Humana Press	Monograph	1999		34		Boulton	7657	
In Vitro Neurotoxicology	978-1-58829-047-2	978-1-59259-651-5							http://link.springer.com/10.1385/1592596517		10.1385/1592596517		fulltext		Humana Press	Monograph	2004				Tiffany-Castiglioni	7653	
In Vitro Toxicity Testing Protocols	978-0-89603-282-8	978-1-59259-530-3							http://link.springer.com/10.1385/0896032825		10.1385/0896032825		fulltext		Humana Press	Monograph	1995		43		O’Hare	7651	
In Vitro Transcription and Translation Protocols	978-0-89603-288-0	978-1-59259-524-2							http://link.springer.com/10.1385/0896032884		10.1385/0896032884		fulltext		Humana Press	Monograph	1995		37		Tymms	7651	
In Vivo Neuromethods	978-0-89603-511-9	978-1-59259-637-9							http://link.springer.com/10.1385/0896035115	Boulton	10.1385/0896035115		fulltext		Humana Press	Monograph	1998		32			7657	
Inflammation Protocols	978-0-89603-970-4	978-1-59259-374-3							http://link.springer.com/10.1385/1592593747		10.1385/1592593747		fulltext		Humana Press	Monograph	2003		225		Winyard	7651	
Integrin Protocols	978-0-89603-569-0	978-1-59259-249-4							http://link.springer.com/10.1385/159259249X		10.1385/159259249X		fulltext		Humana Press	Monograph	1999		129		Howlett	7651	
Interleukin Protocols	978-0-89603-738-0	978-1-59259-146-6							http://link.springer.com/10.1385/1592591469		10.1385/1592591469		fulltext		Springer New York	Monograph	2001		60		O’Neill	7652	
Intracellular Messengers	978-0-89603-207-1	978-1-59259-625-6							http://link.springer.com/10.1385/0896032078		10.1385/0896032078		fulltext		Humana Press	Monograph	1992		20		Boulton	7657	
Ion Channel Localization	978-0-89603-833-2	978-1-59259-118-3							http://link.springer.com/10.1385/1592591183		10.1385/1592591183		fulltext		Humana Press	Monograph	2001				Lopatin	7653	
Kinesin Protocols	978-0-89603-766-3	978-1-59259-069-8							http://link.springer.com/10.1385/1592590691		10.1385/1592590691		fulltext		Humana Press	Monograph	2001		164		Vernos	7651	
Lectin Methods and Protocols	978-0-89603-396-2	978-1-59259-593-8							http://link.springer.com/10.1385/0896033961		10.1385/0896033961		fulltext		Humana Press	Monograph	1998		9		Rhodes	7652	
Lentivirus Gene Engineering Protocols	978-1-58829-091-5	978-1-59259-393-4							http://link.springer.com/10.1385/1592593933		10.1385/1592593933		fulltext		Humana Press	Monograph	2003		229		Federico	7651	
Lipase and Phospholipase Protocols	978-0-89603-546-1	978-1-59259-581-5							http://link.springer.com/10.1385/1592595812		10.1385/1592595812		fulltext		Humana Press	Monograph	1999		109		Doolittle	7651	
Lipids and Related Compounds	978-0-89603-124-1	978-1-59259-612-6							http://link.springer.com/10.1385/0896031241		10.1385/0896031241		fulltext		Humana Press	Monograph	1988		7		Boulton	7657	
Lipoprotein Protocols	978-0-89603-420-4	978-1-59259-582-2							http://link.springer.com/10.1385/1592595820		10.1385/1592595820		fulltext		Humana Press	Monograph	1998		110		Ordovas	7651	
Liposome Methods and Protocols	978-0-89603-845-5	978-1-59259-175-6							http://link.springer.com/10.1385/1592591752		10.1385/1592591752		fulltext		Humana Press	Monograph	2002		199		Basu	7651	
Liquid Chromatography In Clinical Analysis	978-0-89603-026-8	978-1-60327-404-3							http://link.springer.com/10.1007/978-1-60327-404-3		10.1007/978-1-60327-404-3		fulltext		Humana Press	Monograph	1981				Kabra		
Lung Cancer	978-0-89603-920-9	978-1-59259-324-8							http://link.springer.com/10.1385/1592593240		10.1385/1592593240		fulltext		Humana Press	Monograph	2003		75		Driscoll	7652	
Lung Cancer	978-0-89603-985-8	978-1-59259-323-1							http://link.springer.com/10.1385/1592593232		10.1385/1592593232		fulltext		Humana Press	Monograph	2003		74		Driscoll	7652	
MAP Kinase Signaling Protocols	978-0-89603-998-8	978-1-59259-671-3							http://link.springer.com/10.1385/1592596711		10.1385/1592596711		fulltext		Humana Press	Monograph	2004		250		Seger	7651	
MHC Protocols	978-0-89603-548-5	978-1-59259-291-3							http://link.springer.com/10.1385/1592592910		10.1385/1592592910		fulltext		Humana Press	Monograph	2003		210		Powis	7651	
Malaria Methods and Protocols	978-0-89603-823-3	978-1-59259-271-5							http://link.springer.com/10.1385/1592592716		10.1385/1592592716		fulltext		Humana Press	Monograph	2002		72		Doolan	7652	
Mammalian Artificial Chromosomes	978-1-58829-096-0	978-1-59259-434-4							http://link.springer.com/10.1385/1592594344		10.1385/1592594344		fulltext		Humana Press	Monograph	2004		240		Sgaramella	7651	
Mass Spectrometry of Proteins and Peptides	978-0-89603-609-3	978-1-59259-045-2							http://link.springer.com/10.1385/1592590454		10.1385/1592590454		fulltext		Humana Press	Monograph	2000		146		Chapman	7651	
Matrix Metalloproteinase Protocols	978-0-89603-733-5	978-1-59259-046-9							http://link.springer.com/10.1385/1592590462		10.1385/1592590462		fulltext		Humana Press	Monograph	2001		151		Clark	7651	
Melanoma Techniques and Protocols	978-0-89603-684-0	978-1-59259-145-9							http://link.springer.com/10.1385/1592591450		10.1385/1592591450		fulltext		Humana Press	Monograph	2001		61		Nickoloff	7652	
Membrane Protein Protocols	978-1-58829-124-0	978-1-59259-400-9							http://link.springer.com/10.1385/159259400X		10.1385/159259400X		fulltext		Humana Press	Monograph	2003		228		Selinsky	7651	
Membrane Transporters	978-1-58829-104-2	978-1-59259-387-3							http://link.springer.com/10.1385/1592593879		10.1385/1592593879		fulltext		Humana Press	Monograph	2003		227		Yan	7651	
Meningococcal Disease	978-0-89603-849-3	978-1-59259-149-7							http://link.springer.com/10.1385/1592591493		10.1385/1592591493		fulltext		Humana Press	Monograph	2001		67		Walker	7652	
Meningococcal Vaccines	978-0-89603-801-1	978-1-59259-148-0							http://link.springer.com/10.1385/1592591485		10.1385/1592591485		fulltext		Humana Press	Monograph	2001		66		Pollard	7652	
Metal Carcinogenesis Testing	978-0-89603-017-6	978-1-60327-403-6							http://link.springer.com/10.1007/978-1-60327-403-6	Costa	10.1007/978-1-60327-403-6		fulltext		Humana Press	Monograph	1980						
Metastasis Research Protocols	978-0-89603-610-9	978-1-59259-136-7							http://link.springer.com/10.1385/1592591361		10.1385/1592591361		fulltext		Humana Press	Monograph	2001		57		Brooks	7652	
Metastasis Research Protocols	978-0-89603-615-4	978-1-59259-137-4							http://link.springer.com/10.1385/159259137X		10.1385/159259137X		fulltext		Humana Press	Monograph	2001		58		Brooks	7652	
Methods in Biological Oxidative Stress	978-0-89603-815-8	978-1-59259-424-5							http://link.springer.com/10.1385/1592594247		10.1385/1592594247		fulltext		Humana Press	Monograph	2003				Hensley	7653	
Methods of Protein Microcharacterization	978-0-89603-090-9	978-1-59259-436-8							http://link.springer.com/10.1007/978-1-59259-436-8		10.1007/978-1-59259-436-8		fulltext		Humana Press	Monograph	1986				Shively		
Microscopy, Optical Spectroscopy, and Macroscopic Techniques	978-0-89603-232-3	978-1-59259-509-9							http://link.springer.com/10.1385/0896032329		10.1385/0896032329		fulltext		Humana Press	Monograph	1994		22		Jones	7651	
Microwave Techniques and Protocols	978-0-89603-903-2	978-1-59259-128-2							http://link.springer.com/10.1007/978-1-59259-128-2		10.1007/978-1-59259-128-2		fulltext		Humana Press	Monograph	2001				Giberson		
Mitochondrial DNA	978-0-89603-972-8	978-1-59259-284-5							http://link.springer.com/10.1385/1592592848		10.1385/1592592848		fulltext		Humana Press	Monograph	2002		197		Copeland	7651	
Mobile Genetic Elements	978-1-58829-007-6	978-1-59259-755-0							http://link.springer.com/10.1385/1592597556		10.1385/1592597556		fulltext		Humana Press	Monograph	2004		260		Miller	7651	
Molecular Analysis of Cancer	978-0-89603-622-2	978-1-59259-135-0							http://link.springer.com/10.1385/1592591353		10.1385/1592591353		fulltext		Humana Press	Monograph	2002		68		Boultwood	7652	
Molecular Bacteriology	978-0-89603-498-3	978-1-59259-599-0							http://link.springer.com/10.1385/0896034984		10.1385/0896034984		fulltext		Humana Press	Monograph	1998		15		Woodford	7652	
Molecular Biomethods Handbook	978-0-89603-501-0	978-1-59259-642-3							http://link.springer.com/10.1007/978-1-59259-642-3		10.1007/978-1-59259-642-3		fulltext		Humana Press	Monograph	1998				Rapley		
Molecular Cytogenetics	978-1-58829-006-9	978-1-59259-300-2							http://link.springer.com/10.1385/1592593003		10.1385/1592593003		fulltext		Humana Press	Monograph	2003		204		Fan	7651	
Molecular Diagnosis of Cancer	978-0-89603-341-2	978-1-59259-590-7							http://link.springer.com/10.1385/0896033414		10.1385/0896033414		fulltext		Humana Press	Monograph	1996		6		Cotter	7652	
Molecular Diagnosis of Cancer	978-1-58829-160-8	978-1-59259-760-4							http://link.springer.com/10.1385/1592597602		10.1385/1592597602		fulltext		Humana Press	Monograph	2004		97	Second Edition	Roulston	7652	
Molecular Diagnosis of Genetic Diseases	978-0-89603-346-7	978-1-59259-589-1							http://link.springer.com/10.1385/0896033465		10.1385/0896033465		fulltext		Humana Press	Monograph	1996		5		Elles	7652	
Molecular Diagnosis of Genetic Diseases	978-0-89603-932-2	978-1-59259-432-0							http://link.springer.com/10.1385/1592594328		10.1385/1592594328		fulltext		Humana Press	Monograph	2004		92	Second Edition	Elles	7652	
Molecular Diagnosis of Infectious Diseases	978-0-89603-485-3	978-1-59259-597-6							http://link.springer.com/10.1385/0896034852		10.1385/0896034852		fulltext		Humana Press	Monograph	1998		13		Reischl	7652	
Molecular Diagnosis of Infectious Diseases	978-1-58829-221-6	978-1-59259-679-9							http://link.springer.com/10.1385/1592596797		10.1385/1592596797		fulltext		Humana Press	Monograph	2004		94	Second Edition	Decler	7652	
Molecular Embryology	978-0-89603-387-0	978-1-59259-270-8							http://link.springer.com/10.1385/1592592708		10.1385/1592592708		fulltext		Humana Press	Monograph	1999		97		Sharpe	7651	
Molecular Methods in Developmental Biology	978-0-89603-790-8	978-1-59259-678-2							http://link.springer.com/10.1385/1592596789		10.1385/1592596789		fulltext		Humana Press	Monograph	1999		127		Guille	7651	
Molecular Neurobiological Techniques	978-0-89603-140-1	978-1-59259-621-8							http://link.springer.com/10.1385/0896031403		10.1385/0896031403		fulltext		Humana Press	Monograph	1990		16		Boulton	7657	
Molecular Pathology Protocols	978-0-89603-681-9	978-1-59259-081-0							http://link.springer.com/10.1385/1592590810		10.1385/1592590810		fulltext		Humana Press	Monograph	2001		49		Killeen	7652	
Molecular Pathology of the Prions	978-0-89603-924-7	978-1-59259-134-3							http://link.springer.com/10.1385/1592591345		10.1385/1592591345		fulltext		Humana Press	Monograph	2001		59		Baker	7652	
Monoclonal Antibody Protocols	978-0-89603-308-5	978-1-59259-532-7							http://link.springer.com/10.1385/0896033082		10.1385/0896033082		fulltext		Humana Press	Monograph	1995		45		Davis	7651	
Muscular Dystrophy	978-0-89603-695-6	978-1-59259-138-1							http://link.springer.com/10.1385/1592591388		10.1385/1592591388		fulltext		Springer New York	Monograph	2001		43		Bushby	7652	
Mycobacteria Protocols	978-0-89603-471-6	978-1-59259-576-1							http://link.springer.com/10.1385/0896034712		10.1385/0896034712		fulltext		Humana Press	Monograph	1998		101		Parish	7651	
Mycobacterium tuberculosis Protocols	978-0-89603-776-2	978-1-59259-147-3							http://link.springer.com/10.1385/1592591477		10.1385/1592591477		fulltext		Humana Press	Monograph	2001		54		Parish	7652	
Mycoplasma Protocols	978-0-89603-525-6	978-1-59259-269-2							http://link.springer.com/10.1385/0896035255		10.1385/0896035255		fulltext		Humana Press	Monograph	1998		104		Miles	7651	
Mycotoxin Protocols	978-0-89603-623-9	978-1-59259-064-3							http://link.springer.com/10.1385/1592590640		10.1385/1592590640		fulltext		Humana Press	Monograph	2001		157		Trucksess	7651	
NMDA Receptor Protocols	978-0-89603-713-7	978-1-59259-683-6							http://link.springer.com/10.1385/1592596835		10.1385/1592596835		fulltext		Humana Press	Monograph	1999		128		Li	7651	
Natural Killer Cell Protocols	978-0-89603-683-3	978-1-59259-044-5							http://link.springer.com/10.1385/1592590446		10.1385/1592590446		fulltext		Humana Press	Monograph	2000		121		Campbell	7651	
