publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	onlineidentifier
Journal of Geometry	0047-2468								http://link.springer.com/journal/22		22														1420-8997
Communications in Mathematical Physics	0010-3616								http://link.springer.com/journal/220		220														1432-0916
Experimental Brain Research	0014-4819								http://link.springer.com/journal/221		221														1432-1106
Inventiones mathematicae	0020-9910								http://link.springer.com/journal/222		222														1432-1297
Calcified Tissue International	0171-967X								http://link.springer.com/journal/223		223														1432-0827
Theory of Computing Systems	1432-4350								http://link.springer.com/journal/224		224														1433-0490
Wood Science and Technology	0043-7719								http://link.springer.com/journal/226		226														1432-5225
Marine Biology	0025-3162								http://link.springer.com/journal/227		227														1432-1793
European Journal of Clinical Pharmacology	0031-6970								http://link.springer.com/journal/228		228														1432-1041
Manuscripta Mathematica	0025-2611								http://link.springer.com/journal/229		229														1432-1785
Annales Henri Poincaré	1424-0637								http://link.springer.com/journal/23		23														1424-0661
Heat and Mass Transfer	0947-7411								http://link.springer.com/journal/231		231														1432-1181
Neuroradiology	0028-3940								http://link.springer.com/journal/234		234														1432-1920
Acta Informatica	0001-5903								http://link.springer.com/journal/236		236														1432-0525
European Journal of Plastic Surgery	0930-343X								http://link.springer.com/journal/238		238														1435-0130
Journal of Molecular Evolution	0022-2844								http://link.springer.com/journal/239		239														1432-1432
Pure and Applied Geophysics	0033-4553								http://link.springer.com/journal/24		24														1420-9136
Urolithiasis	2194-7228								http://link.springer.com/journal/240		240														2194-7236
Archives of Environmental Contamination and Toxicology	0090-4341								http://link.springer.com/journal/244		244														1432-0703
Applied Mathematics & Optimization	0095-4616								http://link.springer.com/journal/245		245														1432-0606
Pediatric Cardiology	0172-0643								http://link.springer.com/journal/246		246														1432-1971
Pediatric Radiology	0301-0449								http://link.springer.com/journal/247		247														1432-1998
Microbial Ecology	0095-3628								http://link.springer.com/journal/248		248														1432-184X
European Biophysics Journal	0175-7571								http://link.springer.com/journal/249		249														1432-1017
Results in Mathematics	1422-6383								http://link.springer.com/journal/25		25														1420-9012
Applied Microbiology and Biotechnology	0175-7598								http://link.springer.com/journal/253		253														1432-0614
Environmental Geology	0943-0105								http://link.springer.com/journal/254		254														1866-6299
Skeletal Radiology	0364-2348								http://link.springer.com/journal/256		256														1432-2161
Zeitschrift für Physik B Condensed Matter	0722-3277								http://link.springer.com/journal/257		257														1431-584X
European Journal of Nuclear Medicine and Molecular Imaging	1619-7070								http://link.springer.com/journal/259		259														1619-7089
Annals of Combinatorics	0218-0006								http://link.springer.com/journal/26		26														0219-3094
Abdominal Imaging	0942-8925								http://link.springer.com/journal/261		261														1432-0509
Cancer Immunology, Immunotherapy	0340-7004								http://link.springer.com/journal/262		262														1432-0851
International Orthopaedics	0341-2695								http://link.springer.com/journal/264		264														1432-5195
Aesthetic Plastic Surgery	0364-216X								http://link.springer.com/journal/266		266														1432-5241
Environmental Management	0364-152X								http://link.springer.com/journal/267		267														1432-1009
World Journal of Surgery	0364-2313								http://link.springer.com/journal/268		268														1432-2323
Physics and Chemistry of Minerals	0342-1791								http://link.springer.com/journal/269		269														1432-2021
CardioVascular and Interventional Radiology	0174-1551								http://link.springer.com/journal/270		270														1432-086X
Irrigation Science	0342-7188								http://link.springer.com/journal/271		271														1432-1319
Carlsberg Research Communications	0105-1938								http://link.springer.com/journal/274		274														
Surgical and Radiologic Anatomy	0930-1038								http://link.springer.com/journal/276		276														1279-8517
Annals of Hematology	0939-5555								http://link.springer.com/journal/277		277														1432-0584
Psychotherapeut	0935-6185								http://link.springer.com/journal/278		278														1432-2080
Journal of Evolution Equations	1424-3199								http://link.springer.com/journal/28		28														1424-3202
Cancer Chemotherapy and Pharmacology	0344-5704								http://link.springer.com/journal/280		280														1432-0843
Seminars in Immunopathology	1863-2297								http://link.springer.com/journal/281		281														1863-2300
Hematology and Cell Therapy	1269-3286								http://link.springer.com/journal/282		282														1279-8509
The Mathematical Intelligencer	0343-6993								http://link.springer.com/journal/283		283														1866-7414
Current Microbiology	0343-8651								http://link.springer.com/journal/284		284														1432-0991
Journal of Mathematical Biology	0303-6812								http://link.springer.com/journal/285		285														1432-1416
Informatik-Spektrum	0170-6012								http://link.springer.com/journal/287		287														1432-122X
Zeitschrift für Physik C Particles and Fields	0170-9739								http://link.springer.com/journal/288		288														1431-5858
Polymer Bulletin	0170-0839								http://link.springer.com/journal/289		289														1436-2449
Selecta Mathematica	1022-1824								http://link.springer.com/journal/29		29														1420-9020
Urologic radiology	0171-1091								http://link.springer.com/journal/290		290														
OR Spectrum	0171-6468								http://link.springer.com/journal/291		291														1436-6304
Der Pathologe	0172-8113								http://link.springer.com/journal/292		292														1432-1963
Current Genetics	0172-8083								http://link.springer.com/journal/294		294														1432-0983
Plant Cell Reports	0721-7714								http://link.springer.com/journal/299		299														1432-203X
Journal für Verbraucherschutz und Lebensmittelsicherheit	1661-5751								http://link.springer.com/journal/3		3														1661-5867
Nonlinear Differential Equations and Applications NoDEA	1021-9722								http://link.springer.com/journal/30		30														1420-9004
Polar Biology	0722-4060								http://link.springer.com/journal/300		300														1432-2056
Transformation Groups	1083-4362								http://link.springer.com/journal/31		31														1531-586X
Critical Reviews in Neurosurgery	0939-0146								http://link.springer.com/journal/329		329														1433-0377
Zeitschrift für angewandte Mathematik und Physik	0044-2275								http://link.springer.com/journal/33		33														1420-9039
European Radiology	0938-7994								http://link.springer.com/journal/330		330														1432-1084
Journal of Nonlinear Science	0938-8974								http://link.springer.com/journal/332		332														1432-1467
Vegetation History and Archaeobotany	0939-6314								http://link.springer.com/journal/334		334														1617-6278
Mammalian Genome	0938-8990								http://link.springer.com/journal/335		335														1432-1777
Manuelle Medizin	0025-2514								http://link.springer.com/journal/337		337														1433-0466
Coral Reefs	0722-4028								http://link.springer.com/journal/338		338														1432-0975
Applied Physics A	0947-8396								http://link.springer.com/journal/339		339														1432-0630
Circuits, Systems, and Signal Processing	0278-081X								http://link.springer.com/journal/34		34														1531-5878
Applied Physics B	0946-2171								http://link.springer.com/journal/340		340														1432-0649
Chinese Journal of Oceanology and Limnology	0254-4059								http://link.springer.com/journal/343		343														1993-5005
Journal of Plant Growth Regulation	0721-7595								http://link.springer.com/journal/344		344														1435-8107
World Journal of Urology	0724-4983								http://link.springer.com/journal/345		345														1433-8726
Der Ophthalmologe	0941-293X								http://link.springer.com/journal/347		347														1433-0423
Experiments in Fluids	0723-4864								http://link.springer.com/journal/348		348														1432-1114
Alpine Botany	1664-2201								http://link.springer.com/journal/35		35														1664-221X
Medizinrecht	0723-8886								http://link.springer.com/journal/350		350														1433-8629
Bankmagazin	0944-3223								http://link.springer.com/journal/35127		35127														2192-8770
Sales Management Review	2196-3207								http://link.springer.com/journal/35141		35141														2196-3215
adhäsion KLEBEN & DICHTEN	1619-1919								http://link.springer.com/journal/35145		35145														2192-8681
MTZ - Motortechnische Zeitschrift	0024-8525								http://link.springer.com/journal/35146		35146														2192-8843
ATZ - Automobiltechnische Zeitschrift	0001-2785								http://link.springer.com/journal/35148		35148														2192-8800
New Generation Computing	0288-3635								http://link.springer.com/journal/354		354														1882-7055
Social Choice and Welfare	0176-1714								http://link.springer.com/journal/355		355														1432-217X
ATZautotechnology	1616-8216								http://link.springer.com/journal/35595		35595														2192-886X
ATZelektronik	1862-1791								http://link.springer.com/journal/35658		35658														2192-8878
Journal of Classification	0176-4268								http://link.springer.com/journal/357		357														1432-1343
CallCenter INTERNATIONAL	1865-9381								http://link.springer.com/journal/35714		35714														
IST International Surface Technology	1865-4827								http://link.springer.com/journal/35724		35724														2192-8703
Lightweight Design	1865-4819								http://link.springer.com/journal/35725		35725														2192-8738
ATZproduktion	1865-4908								http://link.springer.com/journal/35726		35726														2192-8886
ATZoffhighway	2191-1843								http://link.springer.com/journal/35746		35746														2192-8819
Automotive Agenda	1867-495X								http://link.springer.com/journal/35777		35777														2192-8789
ATZextra	2195-1454								http://link.springer.com/journal/35778		35778														2195-1462
ADHESION ADHESIVES&SEALANTS	2192-2624								http://link.springer.com/journal/35784		35784														2195-6545
Zeitschrift für Bildungsforschung	2190-6890								http://link.springer.com/journal/35834		35834														2190-6904
Journal of Comparative Physiology A	0340-7594								http://link.springer.com/journal/359		359														1432-1351
Journal of Comparative Physiology B	0174-1578								http://link.springer.com/journal/360		360														1432-136X
Statistical Papers	0932-5026								http://link.springer.com/journal/362		362														1613-9798
Engineering with Computers	0177-0667								http://link.springer.com/journal/366		366														1435-5663
computational complexity	1016-3328								http://link.springer.com/journal/37		37														1420-8954
The Visual Computer	0178-2789								http://link.springer.com/journal/371		371														1432-2315
Graphs and Combinatorics	0911-0119								http://link.springer.com/journal/373		373														1435-5914
Biology and Fertility of Soils	0178-2762								http://link.springer.com/journal/374		374														1432-0789
Advances in Atmospheric Sciences	0256-1530								http://link.springer.com/journal/376		376														1861-9533
Software - Concepts & Tools	0945-8115								http://link.springer.com/journal/378		378														1432-2188
International Journal of Public Health	1661-8556								http://link.springer.com/journal/38		38														1661-8564
Heart and Vessels	0910-8327								http://link.springer.com/journal/380		380														1615-2573
Child's Nervous System	0256-7040								http://link.springer.com/journal/381		381														1433-0350
Climate Dynamics	0930-7575								http://link.springer.com/journal/382		382														1432-0894
Pediatric Surgery International	0179-0358								http://link.springer.com/journal/383		383														1437-9813
ATZ worldwide									http://link.springer.com/journal/38311		38311														2192-9076
ATZproduktion worldwide									http://link.springer.com/journal/38312		38312														2192-9106
MTZ worldwide									http://link.springer.com/journal/38313		38313														2192-9114
International Journal of Colorectal Disease	0179-1958								http://link.springer.com/journal/384		384														1432-1262
Geometric and Functional Analysis	1016-443X								http://link.springer.com/journal/39		39														1420-8970
Intensivmedizin und Notfallmedizin	0175-3851								http://link.springer.com/journal/390		390														1435-1420
Zeitschrift für Gerontologie und Geriatrie	0948-6704								http://link.springer.com/journal/391		391														1435-1269
Clinical Research in Cardiology	1861-0684								http://link.springer.com/journal/392		392														1861-0692
Zeitschrift für Rheumatologie	0340-1855								http://link.springer.com/journal/393		393														1435-1250
European Journal of Nutrition	1436-6207								http://link.springer.com/journal/394		394														1436-6215
Basic Research in Cardiology	0300-8428								http://link.springer.com/journal/395		395														1435-1803
Colloid and Polymer Science	0303-402X								http://link.springer.com/journal/396		396														1435-1536
Rheologica Acta	0035-4511								http://link.springer.com/journal/397		397														1435-1528
Zeitschrift für Herz-,Thorax- und Gefäßchirurgie	0930-9225								http://link.springer.com/journal/398		398														1435-1277
Herzschrittmachertherapie + Elektrophysiologie	0938-7412								http://link.springer.com/journal/399		399														1435-1544
Nexus Network Journal	1590-5896								http://link.springer.com/journal/4		4														1522-4600
Insectes Sociaux	0020-1812								http://link.springer.com/journal/40		40														1420-9098
European Journal of Medical Research									http://link.springer.com/journal/40001		40001														2047-783X
Agricultural Research	2249-720X								http://link.springer.com/journal/40003		40003														2249-7218
Journal of Pharmaceutical Investigation	2093-5552								http://link.springer.com/journal/40005		40005														2093-6214
Journal of Economic Structures									http://link.springer.com/journal/40008		40008														2193-2409
National Academy Science Letters	0250-541X								http://link.springer.com/journal/40009		40009														2250-1754
Proceedings of the National Academy of Sciences, India Section A: Physical Sciences	0369-8203								http://link.springer.com/journal/40010		40010														2250-1762
Proceedings of the National Academy of Sciences, India Section B: Biological Sciences	0369-8211								http://link.springer.com/journal/40011		40011														2250-1746
CSI Transactions on ICT	2277-9078								http://link.springer.com/journal/40012		40012														2277-9086
Springer Healthcare News									http://link.springer.com/journal/40014		40014														2193-0961
Journal of The Institution of Engineers (India): Series A	2250-2149								http://link.springer.com/journal/40030		40030														2250-2157
Journal of The Institution of Engineers (India): Series B	2250-2106								http://link.springer.com/journal/40031		40031														2250-2114
Journal of The Institution of Engineers (India): Series C	2250-0545								http://link.springer.com/journal/40032		40032														2250-0553
Journal of The Institution of Engineers (India): Series D	2250-2122								http://link.springer.com/journal/40033		40033														2250-2130
Journal of The Institution of Engineers (India): Series E	2250-2483								http://link.springer.com/journal/40034		40034														2250-2491
Translational Neurodegeneration									http://link.springer.com/journal/40035		40035														2047-9158
Fire Science Reviews									http://link.springer.com/journal/40038		40038														2193-0414
Journal of the Korean Physical Society	0374-4884								http://link.springer.com/journal/40042		40042														1976-8524
Journal of Homotopy and Related Structures	2193-8407								http://link.springer.com/journal/40062		40062														1512-2891
SpringerPlus									http://link.springer.com/journal/40064		40064														2193-1801
Arabian Journal of Mathematics	2193-5343								http://link.springer.com/journal/40065		40065														2193-5351
Agriculture & Food Security									http://link.springer.com/journal/40066		40066														2048-7010
Environmental Systems Research									http://link.springer.com/journal/40068		40068														2193-2697
International Journal of Concrete Structures and Materials	1976-0485								http://link.springer.com/journal/40069		40069														2234-1315
EURO Journal on Decision Processes	2193-9438								http://link.springer.com/journal/40070		40070														2193-9446
International Aquatic Research	2008-4935								http://link.springer.com/journal/40071		40071														2008-6970
Stochastic Partial Differential Equations: Analysis and Computations	2194-0401								http://link.springer.com/journal/40072		40072														2194-041X
International Nano Letters	2008-9295								http://link.springer.com/journal/40089		40089														2228-5326
International Journal of Industrial Chemistry	2228-5970								http://link.springer.com/journal/40090		40090														2228-5547
International Journal of Advanced Structural Engineering (IJASE)	2008-3556								http://link.springer.com/journal/40091		40091														2008-6695
Journal of Industrial Engineering International	1735-5702								http://link.springer.com/journal/40092		40092														2251-712X
International Journal of Recycling of Organic Waste in Agriculture	2195-3228								http://link.springer.com/journal/40093		40093														2251-7715
Journal of Theoretical and Applied Physics	1735-9325								http://link.springer.com/journal/40094		40094														2251-7235
International Journal of Energy and Environmental Engineering	2008-9163								http://link.springer.com/journal/40095		40095														2251-6832
Mathematical Sciences	2008-1359								http://link.springer.com/journal/40096		40096														2251-7456
Journal of Nanostructure in Chemistry	2008-9244								http://link.springer.com/journal/40097		40097														2193-8865
Indian Geotechnical Journal	0971-9555								http://link.springer.com/journal/40098		40098														2277-3347
Acta Neuropathologica	0001-6322								http://link.springer.com/journal/401		401														1432-0533
Agricultural and Food Economics									http://link.springer.com/journal/40100		40100														2193-7532
Journal of Physiological Anthropology									http://link.springer.com/journal/40101		40101														1880-6805
Journal of Animal Science and Biotechnology									http://link.springer.com/journal/40104		40104														2049-1891
ATZextra worldwide	2195-1470								http://link.springer.com/journal/40111		40111														2195-1489
Auto Tech Review	2250-3390								http://link.springer.com/journal/40112		40112														
Cardiology and Therapy	2193-8261								http://link.springer.com/journal/40119		40119														2193-6544
Neurology and Therapy	2193-8253								http://link.springer.com/journal/40120		40120														2193-6536
Infectious Diseases and Therapy	2193-8229								http://link.springer.com/journal/40121		40121														2193-6382
Pain and Therapy	2193-8237								http://link.springer.com/journal/40122		40122														2193-651X
Ophthalmology and Therapy	2193-8245								http://link.springer.com/journal/40123		40123														2193-6528
Current Pediatrics Reports									http://link.springer.com/journal/40124		40124														2167-4841
Current Radiology Reports									http://link.springer.com/journal/40134		40134														2167-4825
Current Ophthalmology Reports									http://link.springer.com/journal/40135		40135														2167-4868
Current Otorhinolaryngology Reports									http://link.springer.com/journal/40136		40136														2167-583X
Current Surgery Reports									http://link.springer.com/journal/40137		40137														2167-4817
Current Pathobiology Reports									http://link.springer.com/journal/40139		40139														2167-485X
Current Anesthesiology Reports									http://link.springer.com/journal/40140		40140														2167-6275
Current Physical Medicine and Rehabilitation Reports									http://link.springer.com/journal/40141		40141														2167-4833
Current Genetic Medicine Reports									http://link.springer.com/journal/40142		40142														2167-4876
Journal of Advanced Ceramics	2226-4108								http://link.springer.com/journal/40145		40145														2227-8508
Maritime Studies									http://link.springer.com/journal/40152		40152														2212-9790
Crime Science									http://link.springer.com/journal/40163		40163														2193-7680
Experimental Hematology & Oncology									http://link.springer.com/journal/40164		40164														2162-3619
Decision Analytics									http://link.springer.com/journal/40165		40165														2193-8636
Culture and Brain	2193-8652								http://link.springer.com/journal/40167		40167														2193-8660
Microbiome									http://link.springer.com/journal/40168		40168														2049-2618
Clinical and Translational Medicine									http://link.springer.com/journal/40169		40169														2001-1326
Cancer & Metabolism									http://link.springer.com/journal/40170		40170														2049-3002
Global Journal of Flexible Systems Management	0972-2696								http://link.springer.com/journal/40171		40171														0974-0198
IZA Journal of Labor Economics									http://link.springer.com/journal/40172		40172														2193-8997
IZA Journal of Labor Policy									http://link.springer.com/journal/40173		40173														2193-9004
IZA Journal of European Labor Studies									http://link.springer.com/journal/40174		40174														2193-9012
IZA Journal of Labor & Development									http://link.springer.com/journal/40175		40175														2193-9020
IZA Journal of Migration									http://link.springer.com/journal/40176		40176														2193-9039
Integrating Materials and Manufacturing Innovation	2193-9764								http://link.springer.com/journal/40192		40192														2193-9772
Welding in the World	0043-2288								http://link.springer.com/journal/40194		40194														1878-6669
Acta Metallurgica Sinica (English Letters)	1006-7191								http://link.springer.com/journal/40195		40195														2194-1289
Global Business Perspectives	2194-0061								http://link.springer.com/journal/40196		40196														2194-007X
DARU Journal of Pharmaceutical Sciences									http://link.springer.com/journal/40199		40199														2008-2231
Archives of Orthopaedic and Trauma Surgery	0936-8051								http://link.springer.com/journal/402		402														1434-3916
Journal of Diabetes & Metabolic Disorders									http://link.springer.com/journal/40200		40200														2251-6581
Journal of Environmental Health Science and Engineering									http://link.springer.com/journal/40201		40201														2052-336X
In Silico Pharmacology									http://link.springer.com/journal/40203		40203														2193-9616
Progress in Biomaterials	2194-0509								http://link.springer.com/journal/40204		40204														2194-0517
neuropsychiatrie	0948-6259								http://link.springer.com/journal/40211		40211														2194-1327
Chemical Research in Chinese Universities	1005-9040								http://link.springer.com/journal/40242		40242														2210-3171
Materials for Renewable and Sustainable Energy	2194-1459								http://link.springer.com/journal/40243		40243														2194-1467
Journal of Computational Surgery									http://link.springer.com/journal/40244		40244														2194-3990
Human Genomics									http://link.springer.com/journal/40246		40246														1479-7364
Translational Respiratory Medicine									http://link.springer.com/journal/40247		40247														2213-0802
Multidisciplinary Respiratory Medicine									http://link.springer.com/journal/40248		40248														2049-6958
Infectious Diseases of Poverty									http://link.springer.com/journal/40249		40249														2049-9957
American Journal of Cardiovascular Drugs	1175-3277								http://link.springer.com/journal/40256		40256														1179-187X
American Journal of Clinical Dermatology	1175-0561								http://link.springer.com/journal/40257		40257														1179-1888
Applied Health Economics and Health Policy	1175-5652								http://link.springer.com/journal/40258		40258														1179-1896
BioDrugs	1173-8804								http://link.springer.com/journal/40259		40259														1179-190X
Clinical Drug Investigation	1173-2563								http://link.springer.com/journal/40261		40261														1179-1918
Clinical Pharmacokinetics	0312-5963								http://link.springer.com/journal/40262		40262														1179-1926
Drug Safety	0114-5916								http://link.springer.com/journal/40264		40264														1179-1942
Drugs	0012-6667								http://link.springer.com/journal/40265		40265														1179-1950
Drugs & Aging	1170-229X								http://link.springer.com/journal/40266		40266														1179-1969
Drugs & Therapy Perspectives	1172-0360								http://link.springer.com/journal/40267		40267														1179-1977
Drugs in R&D	1174-5886								http://link.springer.com/journal/40268		40268														1179-6901
Giornale Italiano di Health Technology Assessment	2035-3510								http://link.springer.com/journal/40269		40269														2035-6129
American Journal of Pharmacogenomics	1175-2203								http://link.springer.com/journal/40270		40270														
The Patient - Patient-Centered Outcomes Research	1178-1653								http://link.springer.com/journal/40271		40271														1178-1661
Pediatric Drugs	1174-5878								http://link.springer.com/journal/40272		40272														1179-2019
PharmacoEconomics	1170-7690								http://link.springer.com/journal/40273		40273														1179-2027
PharmacoEconomics & Outcomes News	1173-5503								http://link.springer.com/journal/40274		40274														1179-2043
PharmacoEconomics German Research Articles	1612-3727								http://link.springer.com/journal/40275		40275														1868-677X
PharmacoEconomics Italian Research Articles	1590-9158								http://link.springer.com/journal/40276		40276														2035-6137
PharmacoEconomics Spanish Research Articles	1695-405X								http://link.springer.com/journal/40277		40277														1989-5453
Reactions Weekly	0114-9954								http://link.springer.com/journal/40278		40278														1179-2051
Sports Medicine	0112-1642								http://link.springer.com/journal/40279		40279														1179-2035
American Journal of Cancer	1175-6357								http://link.springer.com/journal/40280		40280														
American Journal of Drug Delivery	1175-9038								http://link.springer.com/journal/40281		40281														
Applied Bioinformatics	1175-5636								http://link.springer.com/journal/40282		40282														
Disease Management & Health Outcomes	1173-8790								http://link.springer.com/journal/40283		40283														
Evidence-Based Integrative Medicine	1176-2330								http://link.springer.com/journal/40284		40284														
Inpharma Weekly	1173-8324								http://link.springer.com/journal/40285		40285														2230-6056
Pharmaceutical & Diagnostic Innovation	1176-3469								http://link.springer.com/journal/40286		40286														2230-6048
Toxicological Reviews	1176-2551								http://link.springer.com/journal/40287		40287														
Treatments in Endocrinology	1175-6349								http://link.springer.com/journal/40288		40288														1177-4940
Treatments in Respiratory Medicine	1176-3450								http://link.springer.com/journal/40289		40289														
Pharmaceutical Medicine	1178-2595								http://link.springer.com/journal/40290		40290														1179-1993
Molecular Diagnosis & Therapy	1177-1062								http://link.springer.com/journal/40291		40291														1179-2000
High Blood Pressure & Cardiovascular Prevention	1120-9879								http://link.springer.com/journal/40292		40292														1179-1985
Complex Adaptive Systems Modeling									http://link.springer.com/journal/40294		40294														2194-3206
The Journal of the Astronautical Sciences	0021-9142								http://link.springer.com/journal/40295		40295														2195-0571
The Asia-Pacific Education Researcher	0119-5646								http://link.springer.com/journal/40299		40299														2243-7908
Archives of Dermatological Research	0340-3696								http://link.springer.com/journal/403		403														1432-069X
METRON	0026-1424								http://link.springer.com/journal/40300		40300														2281-695X
Journal of Molecular Psychiatry									http://link.springer.com/journal/40303		40303														2049-9256
Communications in Mathematics and Statistics	2194-6701								http://link.springer.com/journal/40304		40304														2194-671X
Journal of the Operations Research Society of China	2194-668X								http://link.springer.com/journal/40305		40305														2194-6698
European Journal of Futures Research	2195-4194								http://link.springer.com/journal/40309		40309														2195-2248
Journal of Control, Automation and Electrical Systems	2195-3880								http://link.springer.com/journal/40313		40313														2195-3899
Computational and Applied Mathematics	0101-8205								http://link.springer.com/journal/40314		40314														1807-0302
Computational Methods and Function Theory	1617-9447								http://link.springer.com/journal/40315		40315														2195-3724
Annales mathématiques du Québec	2195-4755								http://link.springer.com/journal/40316		40316														2195-4763
Animal Biotelemetry									http://link.springer.com/journal/40317		40317														2050-3385
The International Sports Law Journal	1567-7559								http://link.springer.com/journal/40318		40318														2213-5154
IIC - International Review of Intellectual Property and Competition Law	0018-9855								http://link.springer.com/journal/40319		40319														2195-0237
Journal of Global Policy and Governance	2194-7740								http://link.springer.com/journal/40320		40320														2194-7759
International Journal of Euro-Mediterranean Studies	1855-3362								http://link.springer.com/journal/40321		40321														2232-6022
Earth Perspectives									http://link.springer.com/journal/40322		40322														2194-6434
Advanced Modeling and Simulation in Engineering Sciences									http://link.springer.com/journal/40323		40323														2213-7467
SeMA Journal	2254-3902								http://link.springer.com/journal/40324		40324														2281-7875
Visualization in Engineering									http://link.springer.com/journal/40327		40327														2213-7459
Acta Geodaetica et Geophysica	2213-5812								http://link.springer.com/journal/40328		40328														2213-5820
Lettera Matematica	2281-6917								http://link.springer.com/journal/40329		40329														2281-5937
Journal of Arid Land	1674-6767								http://link.springer.com/journal/40333		40333														2194-7783
Clinical and Translational Imaging	2281-5872								http://link.springer.com/journal/40336		40336														2281-7565
Journal of Eating Disorders									http://link.springer.com/journal/40337		40337														2050-2974
Regenerative Medicine Research									http://link.springer.com/journal/40340		40340														2050-490X
International Journal of Bipolar Disorders									http://link.springer.com/journal/40345		40345														2194-7511
Molecular and Cellular Pediatrics									http://link.springer.com/journal/40348		40348														2194-7791
Journal of Therapeutic Ultrasound									http://link.springer.com/journal/40349		40349														2050-5736
Health & Justice									http://link.springer.com/journal/40352		40352														2194-7899
MTZ industrial	2194-8682								http://link.springer.com/journal/40353		40353														2194-8690
ATZagenda	2194-9174								http://link.springer.com/journal/40357		40357														2194-9182
BMC Psychology									http://link.springer.com/journal/40359		40359														2050-7283
BMC Pharmacology and Toxicology									http://link.springer.com/journal/40360		40360														2050-6511
Springer Science Reviews	2213-7793								http://link.springer.com/journal/40362		40362														2213-7793
Biomarker Research									http://link.springer.com/journal/40364		40364														2050-7771
EPJ Nonlinear Biomedical Physics									http://link.springer.com/journal/40366		40366														2195-0008
European Archives of Paediatric Dentistry	1818-6300								http://link.springer.com/journal/40368		40368														1996-9805
Archives of Gynecology and Obstetrics	0932-0067								http://link.springer.com/journal/404		404														1432-0711
Asian Journal of Gambling Issues and Public Health									http://link.springer.com/journal/40405		40405														2195-3007
Lucide	2213-6118								http://link.springer.com/journal/40408		40408														2213-6126
Journal of Venomous Animals and Toxins including Tropical Diseases									http://link.springer.com/journal/40409		40409														1678-9199
City, Territory and Architecture									http://link.springer.com/journal/40410		40410														2195-2701
Journal of Software Engineering Research and Development									http://link.springer.com/journal/40411		40411														2195-1721
World Allergy Organization Journal									http://link.springer.com/journal/40413		40413														1939-4551
Brazilian Journal of Botany	0100-8404								http://link.springer.com/journal/40415		40415														1806-9959
Journal for ImmunoTherapy of Cancer									http://link.springer.com/journal/40425		40425														2051-1426
Current Addiction Reports									http://link.springer.com/journal/40429		40429														2196-2952
Journal of the Brazilian Society of Mechanical Sciences and Engineering	1678-5878								http://link.springer.com/journal/40430		40430														1806-3691
International Journal of Dynamics and Control	2195-268X								http://link.springer.com/journal/40435		40435														2195-2698
Advances in Manufacturing	2095-3127								http://link.springer.com/journal/40436		40436														2195-3597
Pharmaceutical Development and Regulation	1175-9046								http://link.springer.com/journal/40451		40451														
Empirical Research in Vocational Education and Training									http://link.springer.com/journal/40461		40461														1877-6345
Movement Ecology									http://link.springer.com/journal/40462		40462														2051-3933
Journal of Otolaryngology - Head & Neck Surgery									http://link.springer.com/journal/40463		40463														1916-0216
Journal of Uncertainty Analysis and Applications									http://link.springer.com/journal/40467		40467														2195-5468
Language Testing in Asia									http://link.springer.com/journal/40468		40468														2229-0443
Computational Cognitive Science									http://link.springer.com/journal/40469		40469														2195-3961
Current Transplantation Reports									http://link.springer.com/journal/40472		40472														2196-3029
Current Behavioral Neuroscience Reports									http://link.springer.com/journal/40473		40473														2196-2979
Current Developmental Disorders Reports									http://link.springer.com/journal/40474		40474														2196-2987
Journal of Ultrasound									http://link.springer.com/journal/40477		40477														1876-7931
Acta Neuropathologica Communications									http://link.springer.com/journal/40478		40478														2051-5960
Borderline Personality Disorder and Emotion Dysregulation									http://link.springer.com/journal/40479		40479														2051-6673
Korean Social Science Journal	1225-0368								http://link.springer.com/journal/40483		40483														2196-4424
Quantitative Biology	2095-4689								http://link.springer.com/journal/40484		40484														2095-4697
EPJ Techniques and Instrumentation									http://link.springer.com/journal/40485		40485														2195-7045
Micro and Nano Systems Letters									http://link.springer.com/journal/40486		40486														2213-9621
Rare Cancers and Therapy	2195-6014								http://link.springer.com/journal/40487		40487														2195-6022
Journal of Statistical Distributions and Applications									http://link.springer.com/journal/40488		40488														2195-5832
Review Journal of Autism and Developmental Disorders	2195-7177								http://link.springer.com/journal/40489		40489														2195-7185
New Zealand Journal of Forestry Science									http://link.springer.com/journal/40490		40490														1179-5395
Journal of Trust Management									http://link.springer.com/journal/40493		40493														2196-064X
Heritage Science									http://link.springer.com/journal/40494		40494														2050-7445
Current Pharmacology Reports									http://link.springer.com/journal/40495		40495														2198-641X
Current Oral Health Reports									http://link.springer.com/journal/40496		40496														2196-3002
Journal of Global Entrepreneurship Research	2228-7566								http://link.springer.com/journal/40497		40497														2251-7316
European Archives of Oto-Rhino-Laryngology	0937-4477								http://link.springer.com/journal/405		405														1434-4726
Current Treatment Options in Psychiatry									http://link.springer.com/journal/40501		40501														2196-3061
Indian Journal of Plant Physiology	0019-5502								http://link.springer.com/journal/40502		40502														0974-0252
